I (A)	      B (T)	M (A/M)	    H (A/M)
-0,254879292	-0,184	-143995,0773	-2427,47038
-0,257318309	-0,185	-144767,6228	-2450,699579
-0,267480952	-0,19	-148649,7074	-2547,488584
-0,268700475	-0,191	-149433,8673	-2559,103319
-0,272359043	-0,192	-150194,7978	-2593,947524
-0,279995144	-0,194	-151713,621	-2666,673751
-0,282451238	-0,196	-153281,7786	-2690,065593
-0,284088625	-0,198	-154857,7336	-2705,660063
-0,286954201	-0,199	-155626,2166	-2732,951812
-0,288591502	-0,2	-156406,3976	-2748,545468
-0,293094294	-0,201	-157159,2877	-2791,430059
-0,29718769	-0,203	-158711,8517	-2830,415556
-0,305784162	-0,207	-161813,0777	-2912,28836
-0,307421463	-0,208	-162593,2588	-2927,882016
-0,313971238	-0,21	-164122,4282	-2990,262071
-0,320111331	-0,211	-164859,7246	-3048,740317
-0,322976822	-0,213	-166423,9831	-3076,031252
-0,323386218	-0,214	-167215,8588	-3079,930344
-0,325842313	-0,214	-167192,4669	-3103,322186
-0,327479614	-0,216	-168768,4227	-3118,915842
-0,329526597	-0,216	-168748,9272	-3138,411306
-0,336485483	-0,218	-170274,2002	-3204,687738
-0,338532181	-0,22	-171846,2569	-3224,180487
-0,339350974	-0,22	-171838,4587	-3231,978673
-0,340578878	-0,22	-171826,7642	-3243,673236
-0,341397671	-0,22	-171818,966	-3251,471422
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,341807068	-0,221	-172610,8416	-3255,370514
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,340578878	-0,221	-172622,5389	-3243,673236
-0,340578878	-0,221	-172622,5389	-3243,673236
-0,340578878	-0,221	-172622,5389	-3243,673236
-0,340169482	-0,221	-172626,438	-3239,774143
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,339760085	-0,221	-172630,3371	-3235,87505
-0,340578878	-0,221	-172622,5389	-3243,673236
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,340169482	-0,221	-172626,438	-3239,774143
-0,340169482	-0,221	-172626,438	-3239,774143
-0,341397671	-0,221	-172614,7407	-3251,471422
-0,340988275	-0,221	-172618,6398	-3247,572329
-0,339760085	-0,221	-172630,3371	-3235,87505
-0,329526597	-0,22	-171932,0261	-3138,411306
-0,32788901	-0,219	-171151,8478	-3122,814935
-0,322158029	-0,217	-169614,8802	-3068,233066
-0,321748917	-0,217	-169618,7766	-3064,336688
-0,318883426	-0,217	-169646,0675	-3037,045754
-0,308649653	-0,216	-168947,7592	-2939,579294
-0,308240256	-0,215	-168155,8836	-2935,680202
-0,309059049	-0,215	-168148,0854	-2943,478387
-0,304146861	-0,214	-167399,0944	-2896,694704
-0,30005318	-0,213	-166642,3079	-2857,706491
-0,295140992	-0,212	-165893,3169	-2810,922808
-0,2906382	-0,21	-164344,652	-2768,038217
-0,289000899	-0,21	-164360,2457	-2752,444561
-0,2906382	-0,21	-164344,652	-2768,038217
-0,284907332	-0,21	-164399,2328	-2713,457434
-0,282451238	-0,209	-163626,8499	-2690,065593
-0,282451238	-0,209	-163626,8499	-2690,065593
-0,282451238	-0,209	-163626,8499	-2690,065593
-0,278357757	-0,209	-163665,8363	-2651,07928
-0,265258578	-0,204	-159811,7193	-2526,322701
-0,265258578	-0,204	-159811,7193	-2526,322701
-0,265258578	-0,204	-159811,7193	-2526,322701
-0,261574409	-0,204	-159846,8073	-2491,234667
-0,254206097	-0,202	-158325,4337	-2421,05887
-0,254615465	-0,202	-158321,5348	-2424,957692
-0,252159371	-0,202	-158344,9267	-2401,56585
-0,250931324	-0,201	-157560,8479	-2389,869929
-0,248065862	-0,2	-156792,3638	-2362,579266
-0,248065862	-0,2	-156792,3638	-2362,579266
-0,247247154	-0,2	-156800,1612	-2354,781895
-0,244791117	-0,2	-156823,5525	-2331,390597
-0,242334994	-0,199	-156051,1699	-2307,998483
-0,240697607	-0,199	-156066,7644	-2292,404013
-0,238650824	-0,198	-155290,4832	-2272,910449
-0,239469532	-0,198	-155282,6858	-2280,70782
-0,238241513	-0,198	-155294,3815	-2269,012171
-0,234557315	-0,196	-153737,9204	-2233,923866
-0,234557315	-0,196	-153737,9204	-2233,923866
-0,234147975	-0,196	-153741,8189	-2230,025316
-0,23210122	-0,196	-153761,3122	-2210,532024
-0,229645155	-0,195	-152988,9291	-2187,140454
-0,229645155	-0,195	-152988,9291	-2187,140454
-0,226779692	-0,194	-152220,445	-2159,849791
-0,223504891	-0,193	-151455,8595	-2128,660578
-0,221867504	-0,193	-151471,454	-2113,066108
-0,218592674	-0,192	-150706,8687	-2081,876623
-0,217773995	-0,192	-150714,6658	-2074,079524
-0,216136579	-0,191	-149934,4859	-2058,484782
-0,211224419	-0,19	-149185,4946	-2011,70137
-0,209177665	-0,189	-148409,2131	-1992,208078
-0,20672157	-0,188	-147636,8303	-1968,816236
-0,200407484	-0,187	-146901,1909	-1908,680875
-0,197832932	-0,186	-146129,9362	-1884,160849
-0,183605233	-0,182	-143082,342	-1748,656241
-0,18306321	-0,18	-141495,9548	-1743,494016
-0,182250205	-0,18	-141503,6978	-1735,75095
-0,183469699	-0,18	-141492,0834	-1747,365413
-0,181843716	-0,18	-141507,5692	-1731,879552
-0,182792199	-0,18	-141498,5359	-1740,912903
-0,182927705	-0,18	-141497,2453	-1742,20346
-0,181843716	-0,179	-140711,7945	-1731,879552
-0,180353153	-0,179	-140725,9906	-1717,683433
-0,178727142	-0,178	-139945,7021	-1702,197301
-0,177236636	-0,178	-139959,8976	-1688,001725
-0,171410034	-0,177	-139219,6155	-1632,509163
-0,170055034	-0,176	-138436,7458	-1619,604143
-0,167887	-0,174	-136865,8447	-1598,955786
-0,167209471	-0,174	-136872,2975	-1592,503004
-0,166125483	-0,174	-136882,6214	-1582,179097
-0,163957449	-0,173	-136107,495	-1561,53074
-0,159485874	-0,172	-135354,3076	-1518,943469
-0,155420789	-0,17	-133801,474	-1480,227595
-0,153930283	-0,169	-133019,8949	-1466,032019
-0,153252783	-0,168	-132230,5727	-1459,579509
-0,152846266	-0,168	-132234,4444	-1455,70784
-0,151897783	-0,168	-132243,4777	-1446,674489
-0,150678232	-0,168	-132255,0927	-1435,059483
-0,150000732	-0,167	-131465,7705	-1428,606973
-0,149052192	-0,167	-131474,8044	-1419,573079
-0,148103709	-0,166	-130688,063	-1410,539728
-0,144309635	-0,165	-129928,4231	-1374,404967
-0,142683595	-0,164	-129148,1348	-1358,918563
-0,142277107	-0,164	-129152,0062	-1355,047165
-0,14187059	-0,164	-129155,8778	-1351,175497
-0,139025056	-0,163	-128387,204	-1324,074629
-0,139431573	-0,163	-128383,3323	-1327,946298
-0,13821205	-0,162	-127599,1723	-1316,331563
-0,137399044	-0,161	-126811,1407	-1308,588497
-0,130894942	-0,161	-126873,0858	-1246,643425
-0,132656487	-0,159	-125264,7594	-1263,420385
-0,130894942	-0,159	-125281,5363	-1246,643425
-0,130488453	-0,159	-125285,4077	-1242,772028
-0,128184885	-0,158	-124511,5722	-1220,832842
-0,126694379	-0,157	-123729,9931	-1206,637266
-0,125339379	-0,156	-122947,1234	-1193,732247
-0,125610362	-0,156	-122944,5425	-1196,313088
-0,123171316	-0,155	-122171,9973	-1173,083618
-0,121138788	-0,155	-122191,3551	-1153,725816
-0,119919294	-0,154	-121407,1948	-1142,111353
-0,116667214	-0,152	-119846,6182	-1111,138545
-0,116260725	-0,152	-119850,4896	-1107,267148
-0,115989714	-0,151	-119057,296	-1104,686035
-0,115583225	-0,151	-119061,1674	-1100,814638
-0,115583225	-0,151	-119061,1674	-1100,814638
-0,116260725	-0,151	-119054,7149	-1107,267148
-0,115312214	-0,151	-119063,7485	-1098,233526
-0,115176708	-0,151	-119065,0391	-1096,942969
-0,114092691	-0,151	-119075,3632	-1086,618791
-0,114228197	-0,151	-119074,0727	-1087,909347
-0,112873197	-0,15	-118291,203	-1075,004327
-0,110434151	-0,149	-117518,6577	-1051,774857
-0,104201032	-0,146	-115190,6978	-992,410626
-0,102846032	-0,145	-114407,8281	-979,5056063
-0,101762015	-0,144	-113622,3776	-969,1814276
-0,100000498	-0,144	-113639,1543	-952,404739
-0,093496395	-0,141	-111313,7752	-890,4596667
-0,090515327	-0,138	-108954,8428	-862,0679717
-0,089702321	-0,138	-108962,5858	-854,3249055
-0,089160327	-0,137	-108171,9731	-849,1629519
-0,086721281	-0,136	-107399,4278	-825,9334819
-0,08346923	-0,134	-105838,8509	-794,9609458
-0,07818465	-0,131	-103501,8571	-744,6306086
-0,076694145	-0,13	-102720,278	-730,4350325
-0,075339116	-0,128	-101141,6338	-717,5297413
-0,072493582	-0,127	-100372,96	-690,428874
-0,068970519	-0,124	-98019,18949	-656,8752253
-0,065122163	-0,123	-97260,06652	-620,2234813
-0,063033328	-0,121	-95688,41115	-600,3294192
-0,059715791	-0,118	-93332,68323	-568,7331911
-0,056889729	-0,117	-92563,82393	-541,8177751
-0,053981759	-0,114	-90204,19529	-514,122269
-0,051892924	-0,113	-89428,31464	-494,2282068
-0,050500377	-0,111	-87850,02783	-480,9655892
-0,04619986	-0,108	-85503,6618	-440,0074656
-0,044520621	-0,106	-83928,10544	-424,0143969
-0,041817435	-0,104	-82362,30116	-398,2692518
-0,035550959	-0,1	-79238,88421	-338,5873368
-0,032028638	-0,096	-76089,33194	-305,0407478
-0,026786081	-0,093	-73751,9379	-255,1106378
-0,012923019	-0,075	-59560,02483	-123,0788291
-0,012639748	-0,074	-58766,94798	-120,3809609
-0,012545325	-0,074	-58767,84727	-119,4816716
-0,012572295	-0,074	-58767,59041	-119,7385338
-0,012383448	-0,074	-58769,38899	-117,9399551
-0,01255881	-0,074	-58767,71884	-119,6101027
-0,012396933	-0,074	-58769,26056	-118,0683862
-0,012396933	-0,074	-58769,26056	-118,0683862
-0,01253184	-0,074	-58767,9757	-119,3532404
-0,012599265	-0,074	-58767,33355	-119,9953961
-0,012423903	-0,074	-58769,0037	-118,3252484
-0,012289024	-0,074	-58770,28828	-117,0406657
-0,012491356	-0,074	-58768,36127	-118,9676756
-0,012369963	-0,074	-58769,51742	-117,8115239
-0,012410418	-0,074	-58769,13213	-118,1968173
-0,012423903	-0,074	-58769,0037	-118,3252484
-0,012639748	-0,074	-58766,94798	-120,3809609
-0,012262026	-0,074	-58770,54541	-116,7835319
-0,012450901	-0,074	-58768,74656	-118,5823822
-0,012396933	-0,074	-58769,26056	-118,0683862
-0,012437388	-0,074	-58768,87526	-118,4536795
-0,012491356	-0,074	-58768,36127	-118,9676756
-0,012707202	-0,074	-58766,30556	-121,0233881
7,66906E-05	-0,058	-46155,6639	0,730401092
-0,000122448	-0,058	-46153,7673	-1,166198026
-1,34565E-05	-0,058	-46154,80534	-0,128159597
3,76896E-05	-0,058	-46155,29245	0,358955481
1,47964E-05	-0,058	-46155,07442	0,140921252
0,012329479	-0,042	-33539,96401	117,4259591
0,012073179	-0,042	-33537,523	114,9849532
0,012262026	-0,042	-33539,32158	116,7835319
0,012342964	-0,042	-33540,09244	117,5543902
0,012154117	-0,042	-33538,29386	115,7558114
0,012491356	-0,042	-33541,50572	118,9676756
0,012653233	-0,042	-33543,04744	120,5093921
0,012383448	-0,042	-33540,478	117,9399551
0,012356478	-0,042	-33540,22114	117,6830928
0,012356478	-0,042	-33540,22114	117,6830928
0,01253184	-0,042	-33541,89129	119,3532404
0,012464386	-0,042	-33541,24886	118,7108133
0,012329479	-0,042	-33539,96401	117,4259591
0,01255881	-0,042	-33542,14815	119,6101027
0,012572295	-0,042	-33542,27658	119,7385338
0,012302509	-0,042	-33539,70715	117,1690968
0,012518326	-0,042	-33541,76259	119,2245378
0,012410418	-0,042	-33540,73487	118,1968173
0,012289024	-0,041	-32743,804	117,0406657
0,012450901	-0,042	-33541,12043	118,5823822
0,012396933	-0,042	-33540,60644	118,0683862
0,012167602	-0,042	-33538,42229	115,8842425
0,012356478	-0,042	-33540,22114	117,6830928
0,012423903	-0,042	-33540,8633	118,3252484
0,012275539	-0,042	-33539,45028	116,9122346
0,012464386	-0,042	-33541,24886	118,7108133
0,014879028	-0,042	-33564,24591	141,7078583
0,020342305	-0,037	-29637,40458	193,7401115
0,025117619	-0,029	-23316,68695	239,2202054
0,030922783	-0,017	-13822,67874	294,5085813
0,032028638	-0,016	-13037,4362	305,0407478
0,037721702	-0,01	-8317,008644	359,2614891
0,039482848	-0,006	-5150,682941	376,0346478
0,04005626	-0,004	-3564,594683	381,4958215
0,041448807	-0,003	-2782,082585	394,7584391
0,043209982	0,001	384,2428461	411,5318694
0,046814211	0,004	2737,240313	445,8585485
0,047387623	0,006	4323,328571	451,3197222
0,047346655	0,007	5119,493467	450,9295414
0,047592407	0,007	5117,152925	453,2700832
0,048001974	0,007	5113,252203	457,1708051
0,049189738	0,008	5897,714662	468,4830617
0,049640273	0,009	6689,198475	472,7739645
0,049353582	0,01	7487,703641	470,0435134
0,049804118	0,01	7483,412738	474,3344162
0,050172717	0,01	7479,902197	477,8449574
0,051401448	0,01	7468,19976	489,5473948
0,052220584	0,013	9847,722462	497,3488387
0,052712088	0,014	10638,81609	502,0299223
0,055087614	0,017	13003,51573	524,6544355
0,058896627	0,019	14558,78812	560,9314756
0,060043422	0,023	17730,9649	571,8535514
0,061722689	0,025	19306,52099	587,8468916
0,063033328	0,026	20089,81318	600,3294192
0,063401928	0,028	21677,85207	603,8399603
0,067047154	0,03	23234,68437	638,5570918
0,072576374	0,038	29548,22181	691,2173814
0,073805105	0,04	31128,0688	702,9198188
0,077655086	0,043	33478,72573	739,5870397
0,078351345	0,047	36655,19341	746,2182127
0,080399212	0,048	37431,46425	765,7220941
0,082774738	0,05	39000,38917	788,3466073
0,085366281	0,053	41363,03146	813,0284622
0,086856787	0,056	43736,16003	827,2240382
0,091328361	0,061	47672,44633	869,8113093
0,091599344	0,062	48465,64021	872,3921504
0,090786367	0,062	48473,383	864,6493557
0,093225384	0,064	50041,70324	887,8785542
0,096341929	0,066	51603,57069	917,560534
0,09959398	0,07	54755,69701	948,5330701
0,102168532	0,073	57118,50113	973,0530964
0,102168532	0,074	57914,27585	973,0530964
0,103117043	0,075	58701,01694	982,0867188
0,102846032	0,075	58703,59805	979,5056063
0,104743055	0,076	59481,30552	997,5728511
0,107724094	0,079	61840,23825	1025,964275
0,109350106	0,082	64212,07626	1041,450407
0,110705134	0,083	64994,94568	1054,355698
0,111382663	0,084	65784,26762	1060,80848
0,11016314	0,084	65795,88235	1049,193745
0,113686203	0,084	65762,32871	1082,747393
0,11477022	0,087	68139,32867	1093,071572
0,115718703	0,087	68130,29532	1102,104923
0,118835277	0,092	72079,48665	1131,787174
0,120190277	0,093	72862,35634	1144,692194
0,119512777	0,093	72868,80885	1138,239684
0,121816316	0,095	74438,41937	1160,178598
0,124797356	0,096	75205,80266	1188,570021
0,127236402	0,099	77569,89734	1211,799491
0,128591402	0,1	78352,76703	1224,704511
0,129268902	0,102	79937,86396	1231,157021
0,131707976	0,103	80710,40893	1254,386762
0,133198482	0,104	81491,98807	1268,582339
0,134959999	0,105	82270,9861	1285,359027
0,136721516	0,107	83845,75884	1302,135716
0,135637527	0,107	83856,08275	1291,811808
0,135502021	0,108	84653,14802	1290,521252
0,136044016	0,108	84647,98606	1295,683206
0,137128033	0,108	84637,66189	1306,007385
0,13821205	0,109	85423,11242	1316,331563
0,139431573	0,111	87003,04712	1327,946298
0,14051559	0,111	86992,72294	1338,270477
0,141735113	0,112	87776,88292	1349,885212
0,140244607	0,112	87791,0785	1335,689636
0,140922107	0,112	87784,62599	1342,142146
0,139973595	0,112	87793,65961	1333,108523
0,140651095	0,112	87787,2071	1339,561033
0,140109101	0,112	87792,36905	1334,39908
0,140651095	0,112	87787,2071	1339,561033
0,14119309	0,112	87782,04514	1344,722987
0,141328595	0,112	87780,75459	1346,013543
0,140244607	0,112	87791,0785	1335,689636
0,140244607	0,112	87791,0785	1335,689636
0,14051559	0,112	87788,49765	1338,270477
0,139296067	0,112	87800,11239	1326,655742
0,140651095	0,112	87787,2071	1339,561033
0,13983809	0,112	87794,95016	1331,817967
0,140786601	0,112	87785,91654	1340,851589
0,141599607	0,112	87778,17348	1348,594656
0,140109101	0,112	87792,36905	1334,39908
0,141057613	0,112	87783,33543	1343,432702
0,142819101	0,112	87766,55901	1360,209119
0,146613147	0,117	91709,2981	1396,343609
0,147832698	0,117	91697,68309	1407,958615
0,150271744	0,118	92470,22834	1431,188085
0,151626743	0,12	94048,87275	1444,093105
0,1556918	0,121	94805,93186	1482,808707
0,161518403	0,128	100320,8623	1538,30127
0,161382897	0,128	100322,1529	1537,010713
0,161382897	0,129	101117,9276	1537,010713
0,165041466	0,13	101878,8581	1571,854918
0,166667477	0,131	102659,1467	1587,341051
0,166396466	0,132	103457,5025	1584,759938
0,167887	0,132	103443,3067	1598,955786
0,168428994	0,133	104233,9194	1604,117739
0,172900568	0,136	106578,6563	1646,70501
0,173849079	0,137	107365,3974	1655,738633
0,174255597	0,138	108157,3004	1659,610302
0,174526579	0,138	108154,7196	1662,191143
0,174662114	0,138	108153,4288	1663,48197
0,173984585	0,138	108159,8815	1657,029189
0,174255597	0,138	108157,3004	1659,610302
0,174391074	0,138	108156,0101	1660,900586
0,174120091	0,138	108158,591	1658,319745
0,174526579	0,138	108154,7196	1662,191143
0,174797619	0,138	108152,1382	1664,772527
0,174797619	0,138	108152,1382	1664,772527
0,175475119	0,138	108145,6857	1671,225037
0,174255597	0,138	108157,3004	1659,610302
0,175068602	0,138	108149,5574	1667,353368
0,175610625	0,138	108144,3951	1672,515593
0,177372142	0,139	108923,3932	1689,292281
0,182250205	0,142	111264,2586	1735,75095
0,182656722	0,143	112056,1617	1739,622619
0,190515853	0,147	115164,4102	1814,472982
0,193361358	0,149	116728,859	1841,573578
0,19823945	0,151	118273,9495	1888,032518
0,199594478	0,153	119852,5937	1900,937809
0,202033524	0,155	121420,9136	1924,167279
0,203253018	0,156	122205,0739	1935,781743
0,202846529	0,156	122208,9453	1931,910345
0,204608046	0,157	122987,9433	1948,687034
0,205014535	0,157	122984,0719	1952,558431
0,205556529	0,157	122978,9099	1957,720385
0,203388524	0,157	122999,558	1937,072299
0,213957683	0,163	127673,5456	2037,732973
0,214770689	0,163	127665,8026	2045,476039
0,215448189	0,163	127659,3501	2051,928549
0,22168128	0,165	129191,5355	2111,292509
0,225339848	0,167	130748,2408	2146,136714
0,231437434	0,171	133873,2662	2204,210117
0,234825019	0,173	135432,5523	2236,473481
0,236044513	0,175	137012,4873	2248,087945
0,23916103	0,176	137778,5803	2277,769653
0,239838559	0,176	137772,1275	2284,222434
0,24471665	0,178	139317,218	2330,681374
0,245665161	0,179	140103,9591	2339,714997
0,249052661	0,18	140867,4712	2371,977546
0,254201792	0,182	142409,9803	2421,01787
0,257182804	0,184	143973,1386	2449,409022
0,258944321	0,185	144752,1366	2466,185711
0,264364435	0,187	146292,0649	2517,806876
0,26720994	0,189	147856,5138	2544,907472
0,269242497	0,191	149428,7051	2564,265544
0,276288623	0,192	150157,3725	2631,372842
0,284907332	0,195	152462,6121	2713,457434
0,290228803	0,199	155595,0293	2764,139124
0,292684898	0,2	156367,4121	2787,530966
0,293503691	0,201	157155,3887	2795,329152
0,293094294	0,201	157159,2877	2791,430059
0,293094294	0,201	157159,2877	2791,430059
0,293503691	0,201	157155,3887	2795,329152
0,294322484	0,201	157147,5905	2803,127337
0,296369182	0,202	157923,8724	2822,620086
0,298006483	0,202	157908,2788	2838,213742
0,305784162	0,205	160221,5283	2912,28836
0,308649653	0,207	161785,7868	2939,579294
0,308649653	0,207	161785,7868	2939,579294
0,302918671	0,206	161044,594	2884,997425
0,303328068	0,206	161040,6949	2888,896518
0,302918671	0,205	160248,8192	2884,997425
0,303328068	0,206	161040,6949	2888,896518
0,30783086	0,207	161793,585	2931,781109
0,307421463	0,207	161797,4841	2927,882016
0,307421463	0,207	161797,4841	2927,882016
0,307421463	0,207	161797,4841	2927,882016
0,30783086	0,207	161793,585	2931,781109
0,308649653	0,207	161785,7868	2939,579294
0,318883426	0,21	164075,6445	3037,045754
0,320520728	0,211	164855,8256	3052,63941
0,322158029	0,212	165636,0066	3068,233066
0,323386218	0,212	165624,3093	3079,930344
0,329935708	0,213	166357,7067	3142,307684
0,338122784	0,217	169462,8319	3220,281394
0,340169482	0,219	171034,8885	3239,774143
0,340988275	0,219	171027,0904	3247,572329
0,340988275	0,219	171027,0904	3247,572329
0,340169482	0,219	171034,8885	3239,774143
0,340988275	0,219	171027,0904	3247,572329
0,340988275	0,219	171027,0904	3247,572329
0,340578878	0,219	171030,9894	3243,673236
0,340988275	0,219	171027,0904	3247,572329
0,340988275	0,219	171027,0904	3247,572329
0,340169482	0,219	171034,8885	3239,774143
0,340578878	0,219	171030,9894	3243,673236
0,340169482	0,22	171830,6633	3239,774143
0,340988275	0,22	171822,8651	3247,572329
0,340578878	0,219	171030,9894	3243,673236
0,339760085	0,22	171834,5624	3235,87505
0,341807068	0,22	171815,0669	3255,370514
0,340988275	0,219	171027,0904	3247,572329
0,341397671	0,219	171023,1913	3251,471422
0,340578878	0,219	171030,9894	3243,673236
0,340169482	0,219	171034,8885	3239,774143
0,339350974	0,219	171042,684	3231,978673
0,339350974	0,219	171042,684	3231,978673
0,320930124	0,216	168830,8	3056,538503
0,31847403	0,215	168058,4172	3033,146661
0,317655237	0,215	168066,2153	3025,348475
0,308649653	0,214	167356,2098	2939,579294
0,301690767	0,212	165830,9368	2873,302862
0,295959785	0,211	165089,744	2818,720993
0,290228803	0,21	164348,5511	2764,139124
0,279585804	0,208	162858,3656	2662,775201
0,275901635	0,206	161301,9042	2627,687167
0,260755701	0,203	159058,8299	2483,437296
0,25666222	0,201	157506,2668	2444,450984
0,250521984	0,2	156768,9717	2385,971379
0,246019107	0,199	156016,0824	2343,085974
0,238650824	0,196	153698,9338	2272,910449
0,234147975	0,195	152946,0442	2230,025316
0,23128257	0,194	152177,5596	2202,735196
0,22718906	0,193	151420,7715	2163,748612
0,223095551	0,192	150663,9833	2124,762028
0,218592674	0,191	149911,094	2081,876623
0,218183334	0,19	149119,2179	2077,978073
0,218183334	0,19	149119,2179	2077,978073
0,219002042	0,19	149111,4205	2085,775445
0,218592674	0,19	149115,3193	2081,876623
0,218592674	0,19	149115,3193	2081,876623
0,218183334	0,19	149119,2179	2077,978073
0,217773995	0,19	149123,1164	2074,079524
0,217364626	0,19	149127,0152	2070,180702
0,215317929	0,19	149146,508	2050,687954
0,213680514	0,189	148366,328	2035,093211
0,211633759	0,189	148385,8213	2015,59992
0,183469699	0,18	141492,0834	1747,365413
0,181437199	0,178	139919,8915	1728,007884
0,178320653	0,177	139153,7987	1698,325904
0,175204108	0,176	138387,706	1668,643924
0,165447983	0,174	136889,0739	1575,726587
0,159485874	0,172	135354,3076	1518,943469
0,153388289	0,169	133025,0568	1460,870065
0,140651095	0,164	129167,4923	1339,561033
0,136857021	0,161	126816,3029	1303,426272
0,13523101	0,16	126036,0143	1287,94014
0,13360497	0,159	125255,726	1272,453736
0,130081936	0,159	125289,2794	1238,900359
0,124526345	0,155	122159,092	1185,988909
0,125068368	0,155	122153,9298	1191,151134
0,124526345	0,155	122159,092	1185,988909
0,124119828	0,155	122162,9637	1182,11724
0,123442328	0,155	122169,4162	1175,66473
0,124390839	0,155	122160,3825	1184,698353
0,11680272	0,153	120641,1024	1112,429102
0,1071821	0,15	118345,405	1020,802321
0,069377036	0,127	100402,642	660,7468942
0,061968441	0,123	97290,10257	590,1874334
0,057545048	0,119	94149,1321	548,0590388
0,047920067	0,11	87078,82799	456,390715
0,043742426	0,108	85527,06641	416,6028622
0,038991373	0,104	82389,21657	371,3538358
0,013246773	0,076	60352,71611	126,1622621
0,012774627	0,075	59561,43812	121,6655437
0,01253184	0,075	59563,75042	119,3532404
0,012693717	0,075	59562,2087	120,894957
0,012315994	0,075	59565,80613	117,2975279
0,012680203	0,074	58766,56269	120,7662543
0,012423903	0,074	58769,0037	118,3252484
0,012599265	0,074	58767,33355	119,9953961
0,012572295	0,074	58767,59041	119,7385338
0,012396933	0,074	58769,26056	118,0683862
0,012599265	0,075	59563,10826	119,9953961
0,012491356	0,074	58768,36127	118,9676756
0,012477871	0,074	58768,4897	118,8392444
0,012464386	0,075	59564,39285	118,7108133
0,012369963	0,075	59565,29214	117,8115239
0,012437388	0,075	59564,64998	118,4536795
0,012315994	0,074	58770,03142	117,2975279
0,012356478	0,074	58769,64585	117,6830928
0,012248541	0,074	58770,67384	116,6551008
0,012329479	0,074	58769,90298	117,4259591
0,012410418	0,074	58769,13213	118,1968173
0,012221571	0,074	58770,93071	116,3982386
0,012369963	0,074	58769,51742	117,8115239
0,012423903	0,074	58769,0037	118,3252484
0,012275539	0,074	58770,41671	116,9122346
0,012464386	0,075	59564,39285	118,7108133
0,012437388	0,074	58768,87526	118,4536795
0,01258578	0,074	58767,46198	119,8669649
0,012248541	0,075	59566,44856	116,6551008
0,012612778	0,074	58767,20485	120,1240987

