I (A)	      B (T)	M (A/M)	    H (A/M)
0,094444906	0,08	62762,48395	899,4932892
0,097561452	0,082	64324,3514	929,175269
0,100813503	0,084	65884,92829	960,1478051
0,100813503	0,085	66680,70301	960,1478051
0,101762015	0,086	67467,4441	969,1814276
0,101491003	0,086	67470,02521	966,600315
0,102168532	0,086	67463,57243	973,0530964
0,101626509	0,086	67468,73466	967,8908713
0,101762015	0,086	67467,4441	969,1814276
0,104336537	0,086	67442,92435	993,7011823
0,108672606	0,09	70584,72649	1034,997897
0,113008674	0,092	72134,97921	1076,294612
0,119512777	0,096	75256,133	1138,239684
0,121545305	0,101	79215,64878	1157,597485
0,122087299	0,101	79210,48682	1162,759439
0,134418004	0,107	83867,69748	1280,197073
0,138483061	0,113	88603,63017	1318,912676
0,138754044	0,114	89396,82405	1321,493517
0,138618567	0,114	89398,11433	1320,203232
0,139431573	0,115	90186,14598	1327,946298
0,142277107	0,117	91750,59454	1355,047165
0,142683595	0,117	91746,72315	1358,918563
0,144851658	0,118	92521,84923	1379,567192
0,145122641	0,119	93315,04311	1382,148033
0,146748652	0,12	94095,33169	1397,634165
0,150678232	0,122	95649,4558	1435,059483
0,150949244	0,123	96442,64941	1437,640595
0,151626743	0,124	97231,97161	1444,093105
0,152710761	0,124	97221,64743	1454,417284
0,154878795	0,126	98792,54851	1475,065641
0,156369329	0,127	99574,12737	1489,261489
0,16029888	0,128	100332,477	1526,686535
0,15962138	0,129	101134,7043	1520,234025
0,162331409	0,13	101904,6687	1546,044336
0,164499443	0,133	104271,3445	1566,692693
0,165312448	0,133	104263,6014	1574,435759
0,165447983	0,133	104262,3106	1575,726587
0,166667477	0,133	104250,6961	1587,341051
0,167615988	0,135	105833,2119	1596,374673
0,167344977	0,135	105835,793	1593,79356
0,168700005	0,135	105822,8877	1606,698852
0,169106523	0,135	105819,0161	1610,570521
0,1685645	0,136	106619,953	1605,408295
0,169377505	0,136	106612,2099	1613,151362
0,169377505	0,136	106612,2099	1613,151362
0,171139022	0,137	107391,208	1629,92805
0,170597028	0,137	107396,3699	1624,766097
0,171816551	0,137	107384,7552	1636,380832
0,173171579	0,138	108167,6246	1649,286123
0,174526579	0,139	108950,4943	1662,191143
0,174933125	0,139	108946,6224	1666,063083
0,175746102	0,139	108938,8796	1673,805878
0,175339614	0,14	109738,5257	1669,93448
0,177914165	0,141	110509,7804	1694,454507
0,177643154	0,141	110512,3615	1691,873394
0,179404671	0,142	111291,3595	1708,650083
0,180895176	0,142	111277,1639	1722,845659
0,180895176	0,143	112072,9387	1722,845659
0,183740739	0,144	112841,6122	1749,946797
0,18306321	0,145	113643,8397	1743,494016
0,185095739	0,145	113624,4819	1762,851817
0,184147227	0,145	113633,5155	1753,818195
0,185231245	0,145	113623,1914	1764,142373
0,185773267	0,146	114413,8039	1769,304598
0,18767029	0,146	114395,7366	1787,371843
0,186721779	0,147	115200,545	1778,338221
0,187263773	0,147	115195,383	1783,500175
0,189160824	0,148	115973,0902	1801,567691
0,18929633	0,148	115971,7996	1802,858247
0,190651359	0,149	116754,6691	1815,763538
0,190922341	0,149	116752,0882	1818,344379
0,191735347	0,15	117540,1199	1826,087446
0,193496864	0,15	117523,3432	1842,864134
0,195800404	0,151	118297,179	1864,803048
0,19756195	0,153	119871,9515	1881,580008
0,199323467	0,154	120650,9495	1898,356697
0,199729984	0,154	120647,0778	1902,228365
0,199323467	0,154	120650,9495	1898,356697
0,202440012	0,156	122212,8169	1928,038676
0,203930518	0,156	122198,6214	1942,234252
0,204066024	0,157	122993,1055	1943,524809
0,204066024	0,157	122993,1055	1943,524809
0,204066024	0,157	122993,1055	1943,524809
0,206640575	0,157	122968,5855	1968,044835
0,206234058	0,158	123768,2319	1964,173166
0,207318075	0,158	123757,9077	1974,497345
0,207047092	0,159	124556,2633	1971,916504
0,205827541	0,159	124567,8783	1960,301497
0,206911586	0,158	123761,7791	1970,625948
0,206098552	0,159	124565,2971	1962,88261
0,206098552	0,158	123769,5224	1962,88261
0,202169029	0,158	123806,9472	1925,457835
0,201626978	0,158	123812,1097	1920,295339
0,202033524	0,157	123012,463	1924,167279
0,202169029	0,158	123806,9472	1925,457835
0,210299115	0,16	125321,0657	2002,888768
0,210841109	0,161	126111,6785	2008,050722
0,210163609	0,161	126118,131	2001,598212
0,211654143	0,161	126103,9351	2015,79406
0,217887234	0,164	128431,8953	2075,158019
0,219919763	0,165	129208,3122	2094,51582
0,222087797	0,166	129983,4386	2115,164178
0,225068865	0,167	130750,8216	2143,555873
0,225475354	0,168	131542,7249	2147,42727
0,225881871	0,169	132334,628	2151,298939
0,234282968	0,171	133846,1654	2231,310985
0,239974065	0,174	136179,2875	2285,512991
0,24376811	0,177	138530,4772	2321,64748
0,248781707	0,179	140074,2771	2369,396977
0,250814235	0,18	140850,694	2388,754778
0,253930752	0,182	142412,5617	2418,436486
0,258808815	0,184	143957,6525	2464,895155
0,260570389	0,185	144736,65	2481,672386
0,265312946	0,186	145487,2566	2526,840498
0,2750691	0,19	148577,4378	2619,758107
0,277948389	0,193	150937,3396	2647,180459
0,278357757	0,194	151729,2155	2651,07928
0,279176436	0,194	151721,4184	2658,87638
0,28204187	0,195	152489,9027	2686,166771
0,284088625	0,196	153266,1842	2705,660063
0,286544805	0,197	154038,5662	2729,052719
0,290228803	0,198	154799,2545	2764,139124
0,293913087	0,201	157151,4896	2799,228244
0,296369182	0,201	157128,0977	2822,620086
0,30005318	0,202	157888,786	2857,706491
0,303328068	0,204	159449,1454	2888,896518
0,304146861	0,205	160237,122	2896,694704
0,306602955	0,205	160213,7301	2920,086546
0,309059049	0,206	160986,113	2943,478387
0,313152445	0,209	163334,4516	2982,463885
0,314380635	0,209	163322,7544	2994,161163
0,317655237	0,21	164087,3418	3025,348475
0,318883426	0,21	164075,6445	3037,045754
0,321339521	0,211	164848,0274	3060,437596
0,322976822	0,212	165628,2084	3076,031252
0,325432916	0,212	165604,8166	3099,423093
0,326661106	0,213	166388,894	3111,120372
0,327070217	0,213	166384,9976	3115,016749
0,329526597	0,214	167157,3778	3138,411306
0,330345105	0,215	167945,357	3146,206777
0,335257293	0,216	168694,3481	3192,99046
0,338941577	0,218	170250,8084	3228,07958
0,339760085	0,218	170243,0129	3235,87505
0,339760085	0,219	171038,7876	3235,87505
0,340578878	0,219	171030,9894	3243,673236
0,340578878	0,219	171030,9894	3243,673236
0,340578878	0,219	171030,9894	3243,673236
0,339760085	0,219	171038,7876	3235,87505
0,338532181	0,219	171050,4822	3224,180487
0,340988275	0,219	171027,0904	3247,572329
0,340578878	0,219	171030,9894	3243,673236
0,340169482	0,219	171034,8885	3239,774143
0,339760085	0,219	171038,7876	3235,87505
0,340169482	0,219	171034,8885	3239,774143
0,340578878	0,219	171030,9894	3243,673236
0,340578878	0,219	171030,9894	3243,673236
0,340169482	0,219	171034,8885	3239,774143
0,340578878	0,219	171030,9894	3243,673236
0,340578878	0,219	171030,9894	3243,673236
0,339760085	0,219	171038,7876	3235,87505
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,339760085	0,219	171038,7876	3235,87505
0,340169482	0,219	171034,8885	3239,774143
0,339760085	0,219	171038,7876	3235,87505
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340169482	0,219	171034,8885	3239,774143
0,340578878	0,219	171030,9894	3243,673236
0,341397671	0,219	171023,1913	3251,471422
0,339760085	0,219	171038,7876	3235,87505
0,339760085	0,219	171038,7876	3235,87505
0,339760085	0,219	171038,7876	3235,87505
0,339350974	0,219	171042,684	3231,978673
0,338941577	0,219	171046,5831	3228,07958
0,333619992	0,218	170301,4912	3177,396804
0,334438785	0,218	170293,693	3185,19499
0,333619992	0,218	170301,4912	3177,396804
0,332391802	0,218	170313,1884	3165,699525
0,3291172	0,218	170344,3758	3134,512213
0,327479614	0,217	169564,1974	3118,915842
0,327070217	0,217	169568,0965	3115,016749
0,323795615	0,216	168803,5091	3083,829437
0,322158029	0,216	168819,1055	3068,233066
0,31970222	0,215	168046,7199	3044,84394
0,317655237	0,215	168066,2153	3025,348475
0,315199143	0,215	168089,6072	3001,956634
0,313152445	0,214	167313,3252	2982,463885
0,309468446	0,213	166552,6369	2947,37748
0,309059049	0,213	166556,536	2943,478387
0,30783086	0,212	165772,4586	2931,781109
0,307012352	0,212	165780,254	2923,985638
0,303737464	0,212	165811,4441	2892,795611
0,30005318	0,212	165846,5332	2857,706491
0,299234672	0,211	165058,5539	2849,911021
0,299234672	0,211	165058,5539	2849,911021
0,298006483	0,21	164274,4765	2838,213742
0,29718769	0,211	165078,0494	2830,415556
0,293503691	0,21	164317,3611	2795,329152
0,289819407	0,209	163556,6755	2760,240031
0,286544805	0,208	162792,0881	2729,052719
0,283269917	0,208	162823,2781	2697,862692
0,282860578	0,207	162031,402	2693,964142
0,28081388	0,207	162050,8947	2674,471394
0,275901635	0,205	160506,1295	2627,687167
0,275492295	0,205	160510,0281	2623,788617
0,274264305	0,205	160521,7234	2612,09324
0,274264305	0,205	160521,7234	2612,09324
0,275901635	0,205	160506,1295	2627,687167
0,275492295	0,205	160510,0281	2623,788617
0,274264305	0,205	160521,7234	2612,09324
0,275082927	0,205	160513,9269	2619,889796
0,274673587	0,205	160517,8254	2615,991246
0,274673587	0,205	160517,8254	2615,991246
0,275492295	0,205	160510,0281	2623,788617
0,273854937	0,205	160525,6223	2608,194418
0,273036201	0,205	160533,4199	2600,396776
0,271398814	0,205	160549,0144	2584,802305
0,266895965	0,203	159000,3501	2541,917172
0,266486626	0,203	159004,2486	2538,018622
0,266077286	0,203	159008,1472	2534,120072
0,262393116	0,203	159043,2352	2499,032038
0,259937022	0,201	157475,0776	2475,640196
0,258708975	0,201	157486,7735	2463,944276
0,257890267	0,201	157494,5709	2456,146904
0,257890267	0,201	157494,5709	2456,146904
0,257890267	0,201	157494,5709	2456,146904
0,25707156	0,201	157502,3683	2448,349533
0,25707156	0,201	157502,3683	2448,349533
0,255024805	0,201	157521,8616	2428,856241
0,252568711	0,2	156749,4787	2405,4644
0,25338739	0,2	156741,6816	2413,261499
0,25338739	0,2	156741,6816	2413,261499
0,251340663	0,199	155965,3999	2393,768479
0,250521984	0,199	155973,197	2385,971379
0,24847523	0,199	155992,6903	2366,478088
0,243972381	0,198	155239,8007	2323,592954
0,243563041	0,197	154447,9245	2319,694404
0,241106918	0,197	154471,3167	2296,302291
0,242744334	0,196	153659,9472	2311,897033
0,239878871	0,196	153687,2379	2284,60637
0,240288239	0,196	153683,339	2288,505192
0,238650824	0,196	153698,9338	2272,910449
0,238241513	0,196	153702,8321	2269,012171
0,237832145	0,195	152910,9562	2265,11335
0,234557315	0,195	152942,1456	2233,923866
0,23251056	0,194	152165,8642	2214,430574
0,228826447	0,194	152200,9517	2179,343083
0,225960985	0,193	151432,4677	2152,05242
0,225960985	0,192	150636,6929	2152,05242
0,225142277	0,192	150644,4903	2144,255049
0,220230089	0,191	149895,4993	2097,471365
0,218183334	0,191	149914,9926	2077,978073
0,219411381	0,19	149107,5219	2089,673994
0,216136579	0,189	148342,9364	2058,484782
0,212861806	0,189	148374,1254	2027,29584
0,212043098	0,188	147586,148	2019,498469
0,211633759	0,188	147590,0466	2015,59992
0,208768325	0,187	146821,5623	1988,309528
0,20713091	0,186	146041,3823	1972,714786
0,20713091	0,186	146041,3823	1972,714786
0,20713091	0,186	146041,3823	1972,714786
0,197019927	0,185	145341,9046	1876,417783
0,197290938	0,183	143747,774	1878,998895
0,197832932	0,183	143742,6121	1884,160849
0,197019927	0,184	144546,1299	1876,417783
0,189025319	0,181	142234,9464	1800,277135
0,189702819	0,181	142228,4939	1806,729644
0,190109307	0,18	141428,8477	1810,601042
0,18834779	0,181	142241,3991	1793,824353
0,185773267	0,18	141470,1442	1769,304598
0,18536675	0,18	141474,0159	1765,43293
0,185231245	0,179	140679,5317	1764,142373
0,185502256	0,179	140676,9506	1766,723486
0,185908745	0,179	140673,0792	1770,594883
0,186586273	0,18	141462,4011	1777,047665
0,185773267	0,179	140674,3695	1769,304598
0,18536675	0,18	141474,0159	1765,43293
0,181979193	0,178	139914,7295	1733,169837
0,179540176	0,177	139142,184	1709,940639
0,179946665	0,177	139138,3126	1713,812036
0,177914165	0,177	139157,6701	1694,454507
0,173713574	0,176	138401,9018	1654,448076
0,173307057	0,175	137609,9988	1650,576408
0,172765062	0,175	137615,1608	1645,414454
0,17086804	0,174	136837,4533	1627,347209
0,170055034	0,174	136845,1963	1619,604143
0,170055034	0,174	136845,1963	1619,604143
0,169648517	0,174	136849,068	1615,732474
0,1685645	0,174	136859,3922	1605,408295
0,167615988	0,173	136072,6511	1596,374673
0,166667477	0,173	136081,6847	1587,341051
0,164634948	0,172	135305,2678	1567,983249
0,163821943	0,172	135313,0109	1560,240183
0,164363937	0,172	135307,8489	1565,402137
0,162737926	0,171	134527,5603	1549,916005
0,162195931	0,171	134532,7223	1544,754051
0,16192492	0,171	134535,3034	1542,172938
0,161789414	0,17	133740,8192	1540,882382
0,16029888	0,17	133755,0151	1526,686535
0,160434357	0,17	133753,7248	1527,976819
0,16029888	0,17	133755,0151	1526,686535
0,15867284	0,169	132974,7268	1511,200131
0,156504806	0,169	132995,3751	1490,551773
0,154065789	0,168	132222,8296	1467,322575
0,154743289	0,168	132216,3771	1473,775085
0,153523766	0,168	132227,9918	1462,16035
0,153117278	0,167	131436,0885	1458,288953
0,152033289	0,167	131446,4124	1447,965045
0,150949244	0,166	130660,9622	1437,640595
0,149458738	0,166	130675,1577	1423,445019
0,146342164	0,165	129909,0653	1393,762768
0,144716152	0,164	129128,7767	1378,276635
0,143903118	0,163	128340,7453	1370,533298
0,143225618	0,163	128347,1978	1364,080788
0,14349663	0,163	128344,6167	1366,6619
0,143767613	0,163	128342,0359	1369,242741
0,143767613	0,163	128342,0359	1369,242741
0,142954607	0,163	128349,7789	1361,499675
0,140922107	0,162	127573,3618	1342,142146
0,136586039	0,16	126023,109	1300,845431
0,135502021	0,159	125237,6585	1290,521252
0,135366516	0,159	125238,9491	1289,230696
0,135366516	0,159	125238,9491	1289,230696
0,134146993	0,159	125250,5638	1277,615961
0,132791964	0,159	125263,4691	1264,71067
0,134282499	0,158	124453,4985	1278,906517
0,131165953	0,158	124483,1805	1249,224537
0,129539942	0,157	123702,8919	1233,738405
0,129268902	0,157	123705,4733	1231,157021
0,127236402	0,157	123724,8308	1211,799491
0,126558873	0,155	122139,7342	1205,34671
0,123442328	0,155	122169,4162	1175,66473
0,124526345	0,154	121363,3173	1185,988909
0,123984322	0,154	121368,4795	1180,826684
0,121816316	0,153	120593,3529	1160,178598
0,118428759	0,152	119829,8412	1127,915505
0,116667214	0,151	119050,8435	1111,138545
0,113821708	0,151	119077,9441	1084,03795
0,11084064	0,148	116719,0116	1055,646255
0,111789151	0,148	116709,978	1064,679877
0,112331174	0,148	116704,8158	1069,842102
0,109621117	0,148	116730,6264	1044,03152
0,109079123	0,147	115940,0136	1038,869566
0,105827072	0,145	114379,4367	1007,89703
0,103252549	0,145	114403,9565	983,3772751
0,102846032	0,144	113612,0534	979,5056063
0,101491003	0,143	112829,184	966,600315
0,096883952	0,141	111281,5121	922,7227591
0,095664429	0,14	110497,3521	911,1080241
0,097019429	0,14	110484,4471	924,0130439
0,095935412	0,14	110494,7713	913,6888652
0,094173895	0,139	109715,7733	896,9121766
0,091870355	0,138	108941,9375	874,9732629
0,087805298	0,135	106593,3289	836,2576606
0,086450298	0,135	106606,2339	823,3526409
0,08577277	0,134	105816,912	816,8998595
0,085637264	0,134	105818,2026	815,6093032
0,081165719	0,131	103473,4654	773,0223037
0,081301196	0,131	103472,1751	774,3125884
0,079404173	0,13	102694,4677	756,2453436
0,075881139	0,129	101932,2463	722,6919664
0,075610127	0,128	101139,0527	720,1108538
0,074255099	0,127	100356,1833	707,2055626
0,072222571	0,126	99579,76639	687,8477614
0,066965217	0,123	97242,51327	637,7767302
0,064425875	0,12	94879,37382	613,5920367
0,062746608	0,119	94099,59244	597,5986966
0,062091317	0,119	94105,83344	591,3577043
0,056643977	0,117	92566,16448	539,4772333
0,0520158	0,113	89427,14437	495,3984777
0,050336561	0,111	87851,58801	479,4054091
0,04910783	0,109	86271,74101	467,7029717
0,047920067	0,109	86283,05327	456,390715
0,041735527	0,105	83158,85596	397,4891617
0,040220104	0,102	80785,9647	383,0562732
0,03714829	0,1	79223,67123	353,8003154
0,035796711	0,099	78440,76895	340,9278786
0,033748845	0,097	76868,7234	321,4239973
0,029243544	0,093	73728,53303	278,5155126
0,028301504	0,091	72145,95558	269,5435262
0,02617173	0,09	71370,46484	249,2595548
0,024656307	0,088	69793,34829	234,8266663
0,022116965	0,085	67430,20884	210,6419729
0,021379709	0,084	66641,45575	203,6203475
0,013543557	0,077	61145,66426	128,9888328
0,012828595	0,075	59560,92412	122,1795397
0,012639748	0,075	59562,7227	120,3809609
0,012693717	0,074	58766,43399	120,894957
0,012356478	0,074	58769,64585	117,6830928
0,012450901	0,074	58768,74656	118,5823822
0,012491356	0,074	58768,36127	118,9676756
0,012437388	0,074	58768,87526	118,4536795
0,012450901	0,074	58768,74656	118,5823822
0,012477871	0,074	58768,4897	118,8392444
0,012680203	0,074	58766,56269	120,7662543
0,012477871	0,074	58768,4897	118,8392444
0,012504841	0,074	58768,23284	119,0961067
0,01258578	0,074	58767,46198	119,8669649
0,012491356	0,074	58768,36127	118,9676756
0,012423903	0,074	58769,0037	118,3252484
0,012437388	0,074	58768,87526	118,4536795
0,012477871	0,074	58768,4897	118,8392444
0,012383448	0,074	58769,38899	117,9399551
0,012437388	0,074	58768,87526	118,4536795
0,012545325	0,074	58767,84727	119,4816716
0,012545325	0,074	58767,84727	119,4816716
0,012302509	0,074	58770,15985	117,1690968
-4,57578E-05	0,059	46951,14401	-0,435796934
6,18941E-05	0,058	46154,34402	0,58947984
-7,66906E-05	0,058	46155,6639	-0,730401092
0,000104972	0,058	46153,93374	0,999753465
0,000188391	0,058	46153,13926	1,794234355
-0,00015609	0,058	46156,42009	-1,486597018
2,42331E-05	0,058	46154,7027	0,230795884
-0,011884332	0,044	35127,27385	-113,1863744
-0,01201921	0,043	34332,78372	-114,4709572
-0,012208086	0,043	34334,58257	-116,2698074
-0,012369963	0,043	34336,12429	-117,8115239
-0,012262026	0,043	34335,0963	-116,7835319
-0,012423903	0,043	34336,63801	-118,3252484
-0,012383448	0,043	34336,25272	-117,9399551
-0,012423903	0,043	34336,63801	-118,3252484
-0,012612778	0,043	34338,43686	-120,1240987
-0,012572295	0,042	33542,27658	-119,7385338
-0,012423903	0,043	34336,63801	-118,3252484
-0,012262026	0,042	33539,32158	-116,7835319
-0,012491356	0,042	33541,50572	-118,9676756
-0,012464386	0,042	33541,24886	-118,7108133
-0,012653233	0,042	33543,04744	-120,5093921
-0,012477871	0,042	33541,37729	-118,8392444
-0,012680203	0,043	34339,07902	-120,7662543
-0,012572295	0,043	34338,0513	-119,7385338
-0,012504841	0,042	33541,63416	-119,0961067
-0,012464386	0,042	33541,24886	-118,7108133
-0,012720687	0,042	33543,68987	-121,1518192
-0,024213811	0,031	24899,62851	-230,6123335
-0,039851476	0,006	5154,193753	-379,5454605
-0,042063159	0,004	3583,708384	-400,609522
-0,044274869	0,002	2013,223286	-421,6738551
-0,04583126	-0,002	-1155,052507	-436,4969244
-0,047019024	-0,003	-1939,514965	-447,809181
-0,051851956	-0,008	-5872,359698	-493,838026
-0,056070565	-0,013	-9811,055241	-534,0160596
-0,058937595	-0,018	-13762,62322	-561,3216564
-0,06073971	-0,021	-16132,78403	-578,484996
-0,061763629	-0,024	-18510,35637	-588,2368009
-0,063934371	-0,025	-19285,45693	-608,9109532
-0,066760434	-0,028	-21645,86566	-635,8263692
-0,069217868	-0,032	-24805,55992	-659,2309725
-0,071593394	-0,034	-26374,48484	-681,8554857
-0,075320528	-0,039	-30317,8612	-717,3527073
-0,077286458	-0,042	-32686,46182	-736,076227
-0,081423159	-0,048	-37421,71217	-775,4741705
-0,082283263	-0,049	-38209,29526	-783,6657953
-0,085908275	-0,051	-39766,32007	-818,1904158
-0,08807631	-0,056	-43724,54529	-838,8387732
-0,089702321	-0,057	-44504,83388	-854,3249055
-0,092818867	-0,06	-46862,47604	-884,0068853
-0,096070918	-0,064	-50014,60237	-914,9794215
-0,098509963	-0,067	-52378,69704	-938,2088914
-0,097696958	-0,068	-53182,21483	-930,4658253
-0,09959398	-0,069	-53959,9223	-948,5330701
-0,101626509	-0,071	-55532,11393	-967,8908713
-0,101491003	-0,072	-56329,1792	-966,600315
-0,102439515	-0,073	-57115,92029	-975,6339374
-0,104065555	-0,074	-57896,2086	-991,1203412
-0,104743055	-0,075	-58685,53081	-997,5728511
-0,105691566	-0,077	-60268,04662	-1006,606474
-0,106098083	-0,077	-60264,17495	-1010,478142
-0,107453083	-0,078	-61047,04464	-1023,383162
-0,108401594	-0,079	-61833,78574	-1032,416785
-0,108266117	-0,08	-62630,85074	-1031,1265
-0,108401594	-0,08	-62629,56045	-1032,416785
-0,108943617	-0,08	-62624,39823	-1037,57901
-0,108672606	-0,08	-62626,97934	-1034,997897
-0,108943617	-0,081	-63420,17294	-1037,57901
-0,107453083	-0,081	-63434,36879	-1023,383162
-0,109485611	-0,081	-63415,01099	-1042,740963
-0,109079123	-0,081	-63418,88239	-1038,869566
-0,108943617	-0,081	-63420,17294	-1037,57901
-0,109350106	-0,081	-63416,30155	-1041,450407
-0,109892129	-0,081	-63411,13932	-1046,612632
-0,109485611	-0,081	-63415,01099	-1042,740963
-0,111924657	-0,082	-64187,55623	-1065,970433
-0,11314418	-0,084	-65767,49093	-1077,585168
-0,114228197	-0,085	-66552,94147	-1087,909347
-0,11544772	-0,086	-67337,10145	-1099,524082
-0,119512777	-0,087	-68094,16056	-1138,239684
-0,121545305	-0,093	-72849,45105	-1157,597485
-0,124255334	-0,095	-74415,19017	-1183,407796
-0,126965362	-0,098	-76776,70401	-1209,218107
-0,130081936	-0,1	-78338,57119	-1238,900359
-0,13224997	-0,102	-79909,47226	-1259,548716
-0,132385476	-0,103	-80703,95642	-1260,839272
-0,136857021	-0,106	-83048,69357	-1303,426272
-0,138347556	-0,106	-83034,49772	-1317,622119
-0,141057613	-0,11	-86191,786	-1343,432702
-0,14417413	-0,113	-88549,42844	-1373,11441
-0,145800169	-0,114	-89329,71675	-1388,600814
-0,148374721	-0,116	-90896,74615	-1413,12084
-0,150542726	-0,118	-92467,6475	-1433,768926
-0,153252783	-0,12	-94033,38635	-1459,579509
-0,1550143	-0,121	-94812,38437	-1476,356197
-0,156233823	-0,122	-95596,54435	-1487,970932
-0,158401829	-0,124	-97167,4457	-1508,619018
-0,15799534	-0,126	-98762,86653	-1504,747621
-0,163008909	-0,128	-100306,6667	-1552,496846
-0,164092954	-0,129	-101092,117	-1562,821296
-0,166396466	-0,131	-102661,7278	-1584,759938
-0,169513011	-0,133	-104223,5952	-1614,441918
-0,170055034	-0,134	-105014,2077	-1619,604143
-0,172900568	-0,135	-105782,8816	-1646,70501
-0,175204108	-0,137	-107352,4921	-1668,643924
-0,177101131	-0,139	-108925,9743	-1686,711169
-0,179540176	-0,139	-108902,7448	-1709,940639
-0,182521216	-0,141	-110465,9028	-1738,332062
-0,185773267	-0,144	-112822,2544	-1769,304598
-0,18604425	-0,145	-113615,4483	-1771,88544
-0,18699279	-0,145	-113606,4144	-1780,919333
-0,187128296	-0,146	-114400,8986	-1782,20989
-0,188212313	-0,147	-115186,3491	-1792,534068
-0,186179756	-0,147	-115205,7072	-1773,175996
-0,187534784	-0,146	-114397,0272	-1786,081287
-0,187941273	-0,147	-115188,9305	-1789,952684
-0,188889813	-0,147	-115179,8966	-1798,986578
-0,193225853	-0,148	-115934,3749	-1840,283022
-0,19756195	-0,151	-118280,402	-1881,580008
-0,199323467	-0,154	-120650,9495	-1898,356697
-0,200949478	-0,154	-120635,4634	-1913,842829
-0,20975712	-0,158	-123734,6782	-1997,726815
-0,210841109	-0,16	-125315,9038	-2008,050722
-0,216125717	-0,163	-127652,8973	-2058,381331
-0,21870024	-0,164	-128424,1522	-2082,901085
-0,220461786	-0,166	-129998,9247	-2099,678046
-0,223578303	-0,167	-130765,0177	-2129,359754
-0,238619065	-0,174	-136192,1925	-2272,607971
-0,24010957	-0,176	-137769,5464	-2286,803547
-0,24010957	-0,177	-138565,3211	-2286,803547
-0,240380582	-0,177	-138562,74	-2289,38466
-0,241329065	-0,177	-138553,7066	-2298,41801
-0,241600076	-0,178	-139346,9002	-2300,999123
-0,248646201	-0,181	-141667,1171	-2368,10642
-0,248917184	-0,182	-142460,311	-2370,687261
-0,249594713	-0,182	-142453,8582	-2377,140043
-0,249188167	-0,182	-142457,7301	-2373,268102
-0,249052661	-0,182	-142459,0207	-2371,977546
-0,249052661	-0,182	-142459,0207	-2371,977546
-0,25000123	-0,182	-142449,9865	-2381,011712
-0,250407747	-0,182	-142446,1148	-2384,883381
-0,252169264	-0,183	-143225,1129	-2401,660069
