I (A)	      B (T)	M (A/M)	    H (A/M)
-0,225551645	-0,372	-293880,0403	-2148,15387
-0,225551645	-0,371	-293084,2656	-2148,15387
-0,223504891	-0,371	-293103,7589	-2128,660578
-0,221867504	-0,369	-291527,8039	-2113,066108
-0,221048796	-0,369	-291535,6013	-2105,268736
-0,217773995	-0,368	-290771,0158	-2074,079524
-0,215727268	-0,367	-289994,7341	-2054,586503
-0,214089853	-0,365	-288418,7794	-2038,991761
-0,213680514	-0,364	-287626,9032	-2035,093211
-0,209587004	-0,364	-287665,8898	-1996,106628
-0,198510432	-0,36	-284588,2842	-1890,613359
-0,199323467	-0,355	-280601,6673	-1898,356697
-0,19891695	-0,355	-280605,539	-1894,485028
-0,199865461	-0,355	-280596,5053	-1903,51865
-0,199323467	-0,355	-280601,6673	-1898,356697
-0,198645967	-0,355	-280608,1198	-1891,904187
-0,198781444	-0,355	-280606,8295	-1893,194471
-0,197968438	-0,355	-280614,5726	-1885,451405
-0,196342427	-0,354	-279834,284	-1869,965273
-0,195664898	-0,353	-279044,9621	-1863,512492
-0,193903381	-0,353	-279061,7388	-1846,735803
-0,193361358	-0,352	-278271,1263	-1841,573578
-0,192141836	-0,351	-277486,9663	-1829,958843
-0,191057847	-0,35	-276701,5155	-1819,634936
-0,190244813	-0,35	-276709,2588	-1811,891598
-0,189567341	-0,35	-276715,7111	-1805,43936
-0,18929633	-0,349	-275922,5174	-1802,858247
-0,187399279	-0,348	-275144,8102	-1784,790731
-0,18604425	-0,347	-274361,9408	-1771,88544
-0,185908745	-0,347	-274363,2314	-1770,594883
-0,18468925	-0,346	-273579,0711	-1758,98042
-0,179946665	-0,344	-272032,6901	-1713,812036
-0,178998153	-0,342	-270450,1743	-1704,778414
-0,178727142	-0,342	-270452,7554	-1702,197301
-0,176288097	-0,341	-269680,2101	-1678,967831
-0,175746102	-0,339	-268093,8227	-1673,805878
-0,175339614	-0,339	-268097,6941	-1669,93448
-0,17222304	-0,338	-267331,6016	-1640,252229
-0,170732534	-0,337	-266550,0225	-1626,056653
-0,168835483	-0,335	-264976,5405	-1607,989136
-0,167887	-0,334	-264189,7992	-1598,955786
-0,165854471	-0,333	-263413,3823	-1579,597984
-0,165312448	-0,333	-263418,5445	-1574,435759
-0,163821943	-0,332	-262636,9653	-1560,240183
-0,161653909	-0,329	-260270,2896	-1539,591826
-0,161653909	-0,329	-260270,2896	-1539,591826
-0,160840903	-0,329	-260278,0326	-1531,84876
-0,159214892	-0,328	-259497,744	-1516,362627
-0,158266352	-0,327	-258711,0032	-1507,328734
-0,157182335	-0,326	-257925,5527	-1497,004555
-0,156911323	-0,325	-257132,3591	-1494,423442
-0,156369329	-0,325	-257137,521	-1489,261489
-0,155827306	-0,325	-257142,6833	-1484,099264
-0,155962812	-0,325	-257141,3927	-1485,38982
-0,1556918	-0,324	-256348,1991	-1482,808707
-0,155556295	-0,325	-257145,2644	-1481,518151
-0,149323232	-0,324	-256408,8533	-1422,154463
-0,137941038	-0,31	-245376,4113	-1313,750451
-0,138483061	-0,31	-245371,2491	-1318,912676
-0,136992527	-0,309	-244589,6702	-1304,716828
-0,134011487	-0,309	-244618,0617	-1276,325405
-0,134146993	-0,307	-243025,2217	-1277,615961
-0,132791964	-0,306	-242242,3523	-1264,71067
-0,128862413	-0,303	-239892,4532	-1227,285624
-0,126152385	-0,301	-238326,714	-1201,475313
-0,12628789	-0,3	-237529,6488	-1202,765869
-0,124661851	-0,299	-236749,3605	-1187,279465
-0,122087299	-0,298	-235978,1058	-1162,759439
-0,121680811	-0,296	-234390,4277	-1158,888042
-0,119919294	-0,296	-234407,2044	-1142,111353
-0,117209237	-0,293	-232045,6909	-1116,30077
-0,115312214	-0,29	-229676,434	-1098,233526
-0,115583225	-0,29	-229673,8528	-1100,814638
-0,11314418	-0,288	-228105,5329	-1077,585168
-0,11246668	-0,287	-227316,2107	-1071,132658
-0,111382663	-0,287	-227326,5349	-1060,80848
-0,110298646	-0,284	-224949,5349	-1050,484301
-0,107995106	-0,283	-224175,6991	-1028,545387
-0,1078596	-0,282	-223381,2149	-1027,254831
-0,107588589	-0,282	-223383,796	-1024,673718
-0,105827072	-0,281	-222604,798	-1007,89703
-0,103659037	-0,279	-221033,8969	-987,2486724
-0,10257502	-0,278	-220248,4464	-976,9244937
-0,102439515	-0,277	-219453,9622	-975,6339374
-0,103523532	-0,277	-219443,6381	-985,9581161
-0,102439515	-0,277	-219453,9622	-975,6339374
-0,103388026	-0,277	-219444,9286	-984,6675598
-0,100813503	-0,276	-218673,6737	-960,1478051
-0,10122002	-0,275	-217874,0273	-964,019474
-0,098103475	-0,272	-215516,3851	-934,3374941
-0,098103475	-0,272	-215516,3851	-934,3374941
-0,097696958	-0,271	-214724,4821	-930,4658253
-0,094173895	-0,268	-212370,7116	-896,9121766
-0,089566844	-0,266	-210823,0397	-853,0346207
-0,088889315	-0,262	-207646,3936	-846,5818394
-0,08807631	-0,261	-206858,362	-838,8387732
-0,087127798	-0,261	-206867,3956	-829,8051508
-0,082520719	-0,256	-202932,3998	-785,9273234
-0,080894707	-0,254	-201356,3365	-770,4411911
-0,080894707	-0,253	-200560,5618	-770,4411911
-0,079539679	-0,252	-199777,6924	-757,5358998
-0,077100662	-0,25	-198209,3722	-734,3067014
-0,07615215	-0,247	-195831,0816	-725,273079
-0,076423133	-0,247	-195828,5008	-727,85392
-0,075745605	-0,247	-195834,9536	-721,4011386
-0,075610127	-0,247	-195836,2439	-720,1108538
-0,076287627	-0,246	-195034,0166	-726,5633637
-0,075745605	-0,246	-195039,1789	-721,4011386
-0,072764593	-0,244	-193476,0206	-693,0099866
-0,072629088	-0,242	-191885,7617	-691,7194303
-0,069919031	-0,239	-189524,2481	-665,9088478
-0,069512542	-0,238	-188732,3448	-662,0374504
-0,063524804	-0,235	-186402,0479	-605,0102312
-0,056971636	-0,227	-180098,2625	-542,5978652
-0,052384428	-0,219	-173775,7534	-498,9092904
-0,052261552	-0,215	-170593,8248	-497,7390195
-0,050828037	-0,214	-169811,7029	-484,0862211
-0,047305715	-0,209	-165866,3759	-450,5396321
-0,046036016	-0,206	-163491,1444	-438,4470139
-0,043414766	-0,202	-160333,0103	-413,4822304
-0,043128074	-0,201	-159539,966	-410,7517793
-0,042554662	-0,2	-158749,6525	-405,2906056
-0,038049362	-0,198	-157201,0115	-362,382121
-0,034977548	-0,189	-150068,2951	-333,1261632
-0,031496166	-0,185	-146918,3529	-299,9694834
-0,028301504	-0,176	-139786,8064	-269,5435262
-0,014717151	-0,151	-120021,8159	-140,1661417
-0,013219803	-0,145	-115261,4283	-125,9053998
-0,012909534	-0,143	-113672,8339	-122,9503979
-0,01278814	-0,142	-112878,2153	-121,7942463
-0,012612778	-0,142	-112879,8855	-120,1240987
-0,012707202	-0,142	-112878,9862	-121,0233881
-0,012693717	-0,142	-112879,1146	-120,894957
-0,012626263	-0,142	-112879,7571	-120,2525298
-0,012599265	-0,142	-112880,0142	-119,9953961
-0,012599265	-0,142	-112880,0142	-119,9953961
-0,012545325	-0,142	-112880,5279	-119,4816716
-0,012545325	-0,142	-112880,5279	-119,4816716
-0,012518326	-0,142	-112880,7851	-119,2245378
-0,012572295	-0,142	-112880,2711	-119,7385338
-0,012720687	-0,142	-112878,8578	-121,1518192
-0,012518326	-0,142	-112880,7851	-119,2245378
-0,012639748	-0,142	-112879,6286	-120,3809609
-0,01284208	-0,142	-112877,7016	-122,3079708
-0,012450901	-0,142	-112881,4272	-118,5823822
0,012181087	-0,081	-64573,76463	116,0126737
0,012329479	-0,08	-63779,4032	117,4259591
0,012545325	-0,08	-63781,45891	119,4816716
0,012275539	-0,08	-63778,88947	116,9122346
0,012680203	-0,08	-63782,74349	120,7662543
0,012639748	-0,08	-63782,3582	120,3809609
0,012612778	-0,081	-64577,87605	120,1240987
0,012518326	-0,08	-63781,20177	119,2245378
0,01255881	-0,081	-64577,36205	119,6101027
0,012504841	-0,081	-64576,84806	119,0961067
0,012545325	-0,081	-64577,23362	119,4816716
0,012491356	-0,081	-64576,71963	118,9676756
0,012450901	-0,081	-64576,33433	118,5823822
0,012653233	-0,081	-64578,26134	120,5093921
0,012626263	-0,081	-64578,00448	120,2525298
0,012518326	-0,081	-64576,97649	119,2245378
0,012734172	-0,08	-63783,25749	121,2802503
0,012612778	-0,081	-64577,87605	120,1240987
0,012545325	-0,08	-63781,45891	119,4816716
0,017050853	-0,074	-59049,72127	162,3923284
0,018764018	-0,067	-53495,61445	178,7085113
0,018885412	-0,065	-51905,22117	179,864663
0,01891241	-0,064	-51109,70359	180,1217967
0,019330588	-0,064	-51113,68631	184,1045191
0,020032036	-0,064	-51120,3669	190,7851096
0,020800937	-0,06	-47944,59105	198,1081273
0,021016783	-0,06	-47946,64677	200,1638398
0,024254294	-0,054	-43202,83253	230,9978984
0,025131104	-0,05	-40028,08441	239,3486365
0,026331668	-0,047	-37652,19443	250,7828076
0,027168023	-0,044	-35272,83573	258,7482524
0,029530236	-0,043	-34499,55873	281,2459637
0,030677031	-0,036	-28940,0578	292,1680395
0,032233422	-0,032	-25771,782	306,9911088
0,032847773	-0,03	-24186,08366	312,8421917
0,033339249	-0,027	-21803,44032	317,5230038
0,035550959	-0,024	-19437,18051	338,5873368
0,037516918	-0,019	-15477,03072	357,3111281
0,038458929	-0,016	-13098,67829	366,2828429
0,038295114	-0,012	-9914,019248	364,7226627
0,038909465	-0,011	-9124,095616	370,5737457
0,041489775	-0,007	-5965,571628	395,1486199
0,041858375	-0,005	-4377,532738	398,6591611
0,042554662	-0,004	-3588,389467	405,2906056
0,045626448	0,004	2748,55257	434,5462919
0,045462632	0,005	3545,887466	432,9861117
0,04619986	0,007	5130,415543	440,0074656
0,046445612	0,008	5923,849716	442,3480073
0,050459437	0,013	9864,495621	480,57568
0,051933892	0,021	16216,65064	494,6183877
0,051647172	0,022	17015,15608	491,8876651
0,052466336	0,023	17803,12908	499,6893805
0,051770048	0,023	17809,76052	493,057936
0,052957811	0,025	19389,99769	504,3701926
0,053695038	0,026	20178,75106	511,3915464
0,058405152	0,032	24908,54023	556,2506636
0,061108338	0,04	31248,99281	581,9958087
0,062459917	0,047	36806,54338	594,8682455
0,062828545	0,049	38394,582	598,3790582
0,064221092	0,052	40768,64353	611,6416758
0,065081195	0,054	42352,00133	619,8333005
0,067497661	0,058	45512,08577	642,847723
0,069955124	0,064	50263,32919	666,2525979
0,074542332	0,073	57381,61306	709,9411726
0,075566251	0,078	61350,73483	719,6929775
0,075156684	0,08	62946,18498	715,7922556
0,078064654	0,083	65305,81362	743,4877617
0,080931684	0,088	69257,3816	770,7933585
0,084553247	0,098	77180,63699	805,2851245
0,085366281	0,102	80355,99251	813,0284622
0,087127798	0,105	82726,53997	829,8051508
0,088347321	0,11	86693,79881	841,4198858
0,091192855	0,113	89054,02209	868,520753
0,090786367	0,114	89853,66821	864,6493557
0,097154935	0,126	99342,31055	925,3036002
0,097696958	0,13	102520,2472	930,4658253
0,098238952	0,132	104106,6347	935,6277789
0,099322969	0,132	104096,3105	945,9519576
0,100406986	0,135	106473,3105	956,2761363
0,101084515	0,137	108058,4071	962,7289177
0,101084515	0,138	108854,1818	962,7289177
0,104472043	0,141	111209,2431	994,9917386
0,105149572	0,144	113590,1145	1001,44452
0,105556089	0,146	115177,7923	1005,316189
0,107724094	0,146	115157,1442	1025,964275
0,110298646	0,153	120703,0472	1050,484301
0,111111651	0,157	123878,403	1058,227367
0,112060163	0,157	123869,3693	1067,26099
0,112602185	0,16	126251,5313	1072,423215
0,113550697	0,161	127038,2724	1081,456837
0,11612522	0,164	129401,0767	1105,976592
0,117615754	0,167	131774,205	1120,172439
0,118157748	0,168	132564,8178	1125,334393
0,119919294	0,172	135731,1397	1142,111353
0,120867805	0,174	137313,6555	1151,144975
0,121680811	0,177	139693,2366	1158,888042
0,123035811	0,181	142863,4304	1171,793061
0,125068368	0,182	143639,8471	1191,151134
0,131301459	0,191	150742,4556	1250,515094
0,132656487	0,195	153912,6491	1263,420385
0,132656487	0,196	154708,4238	1263,420385
0,133198482	0,198	156294,8113	1268,582339
0,133333987	0,199	157089,2955	1269,872895
0,133740476	0,199	157085,4241	1273,744292
0,135502021	0,2	157864,4218	1290,521252
0,136857021	0,203	160238,841	1303,426272
0,137670056	0,205	161822,6471	1311,16961
0,14119309	0,208	164176,4178	1344,722987
0,14187059	0,211	166557,2895	1351,175497
0,142412613	0,213	168143,6767	1356,337722
0,144038624	0,215	169719,74	1371,823854
0,147561687	0,219	172869,2852	1405,377503
0,148374721	0,221	174453,0913	1413,12084
0,151084749	0,224	176814,6051	1438,931151
0,153659272	0,229	180768,9589	1463,450906
0,152981772	0,23	181571,1862	1456,998396
0,153388289	0,231	182363,0892	1460,870065
0,156911323	0,235	185512,6347	1494,423442
0,158266352	0,237	187091,2788	1507,328734
0,158943852	0,238	187880,601	1513,781243
0,160027869	0,24	189461,8263	1524,105422
0,163686437	0,244	192610,0809	1558,949627
0,163415426	0,246	194204,2115	1556,368514
0,164770454	0,248	195782,8556	1569,273806
0,165718966	0,248	195773,822	1578,307428
0,167073966	0,25	197352,4664	1591,212448
0,16626096	0,251	198155,9842	1583,469382
0,165718966	0,251	198161,1462	1578,307428
0,170326017	0,251	198117,2686	1622,184984
0,182927705	0,267	210729,6456	1742,20346
0,183876245	0,273	215495,26	1751,237354
0,183876245	0,273	215495,26	1751,237354
0,18604425	0,275	217066,1613	1771,88544
0,188076779	0,277	218638,3529	1791,243241
0,196613438	0,287	226514,797	1872,546386
0,197832932	0,29	228890,5066	1884,160849
0,199052455	0,291	229674,6666	1895,775584
0,201220489	0,293	231245,5677	1916,423941
0,204472541	0,297	234397,694	1947,396478
0,207724563	0,301	237549,8206	1978,368742
0,209621615	0,303	239123,3025	1996,436259
0,212873666	0,306	241479,6541	2027,408795
0,2157192	0,31	244635,6521	2054,509662
0,217209734	0,311	245417,231	2068,705509
0,218158246	0,314	247795,5215	2077,739132
0,22032628	0,315	248570,6479	2098,387489
0,220461786	0,315	248569,3573	2099,678046
0,22032628	0,316	249366,4226	2098,387489
0,223171814	0,317	250135,0964	2125,488357
0,22493336	0,321	253301,4183	2142,265317
0,224797854	0,321	253302,7089	2140,97476
0,224797854	0,322	254098,4836	2140,97476
0,227236871	0,322	254075,2544	2164,203959
0,230488922	0,325	256431,606	2195,176495
0,231437434	0,327	258014,1218	2204,210117
0,233740973	0,328	258787,9576	2226,149031
0,235096002	0,33	260366,6018	2239,054322
0,236722042	0,331	261146,8901	2254,540726
0,242277604	0,338	266664,4019	2307,451904
0,241871087	0,338	266668,2736	2303,580236
0,242819627	0,338	266659,2397	2312,61413
0,242819627	0,338	266659,2397	2312,61413
0,243090582	0,339	267452,4338	2315,194699
0,243226087	0,339	267451,1433	2316,485255
0,244445639	0,341	269031,0777	2328,100262
0,249865724	0,343	270571,0062	2379,721155
0,249594713	0,345	272165,1368	2377,140043
0,248917184	0,345	272171,5896	2370,687261
0,250272241	0,346	272954,4587	2383,592824
0,253930752	0,348	274511,1645	2418,436486
0,255692298	0,35	276085,937	2435,213446
0,257047298	0,352	277664,5814	2448,118466
0,256911821	0,352	277665,8717	2446,828181
0,264770923	0,355	279978,3457	2521,678273
0,266803452	0,36	283937,8615	2541,036074
0,266938957	0,361	284732,3457	2542,326631
0,267751963	0,361	284724,6026	2550,069697
0,267616457	0,361	284725,8931	2548,77914
0,266938957	0,361	284732,3457	2542,326631
0,26653244	0,361	284736,2173	2538,454962
0,26653244	0,361	284736,2173	2538,454962
0,265583929	0,361	284745,2509	2529,421339
0,266125952	0,361	284740,0887	2534,583564
0,26720994	0,361	284729,7648	2544,907472
0,275475617	0,368	290221,4655	2623,629776
0,27753905	0,37	291793,3628	2643,281909
0,279176436	0,371	292573,5431	2658,87638
0,28081388	0,373	294149,4975	2674,471394
0,286544805	0,376	296482,2403	2729,052719
0,2906382	0,379	298830,5789	2768,038217
0,29186639	0,381	300410,4311	2779,735496
0,295959785	0,383	301962,995	2818,720993
0,29718769	0,386	304338,6246	2830,415556
0,298006483	0,387	305126,6011	2838,213742
0,302099878	0,389	306679,1651	2877,19924
0,304146861	0,391	308251,219	2896,694704
0,305784162	0,392	309031,4001	2912,28836
0,310286954	0,394	310580,0649	2955,17295
0,31192454	0,397	312951,7927	2970,769322
0,312743048	0,398	313739,772	2978,564792
0,316836729	0,401	316088,1079	3017,553005
0,31847403	0,403	317664,0637	3033,146661
0,320930124	0,404	318436,4465	3056,538503
0,322567425	0,406	320012,4023	3072,132159
0,324614123	0,407	320788,6843	3091,624908
0,327479614	0,408	321557,1681	3118,915842
0,330345105	0,412	324712,976	3146,206777
0,331163898	0,412	324705,1778	3154,004962
0,340578878	0,417	328594,3831	3243,673236
0,340169482	0,419	330189,8316	3239,774143
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,341397671	0,419	330178,1344	3251,471422
0,340169482	0,419	330189,8316	3239,774143
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340988275	0,419	330182,0334	3247,572329
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340169482	0,419	330189,8316	3239,774143
0,339760085	0,419	330193,7307	3235,87505
0,340578878	0,419	330185,9325	3243,673236
0,339760085	0,419	330193,7307	3235,87505
0,340988275	0,419	330182,0334	3247,572329
0,340169482	0,419	330189,8316	3239,774143
0,340169482	0,419	330189,8316	3239,774143
0,340169482	0,419	330189,8316	3239,774143
0,340169482	0,419	330189,8316	3239,774143
0,340988275	0,419	330182,0334	3247,572329
0,340169482	0,419	330189,8316	3239,774143
0,340578878	0,419	330185,9325	3243,673236
0,340988275	0,419	330182,0334	3247,572329
0,340988275	0,419	330182,0334	3247,572329
0,340169482	0,419	330189,8316	3239,774143
0,341397671	0,419	330178,1344	3251,471422
0,340988275	0,419	330182,0334	3247,572329
0,340169482	0,419	330189,8316	3239,774143
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340169482	0,419	330189,8316	3239,774143
0,340578878	0,419	330185,9325	3243,673236
0,340988275	0,419	330182,0334	3247,572329
0,340988275	0,419	330182,0334	3247,572329
0,340169482	0,419	330189,8316	3239,774143
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,340169482	0,419	330189,8316	3239,774143
0,340578878	0,42	330981,7073	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340578878	0,419	330185,9325	3243,673236
0,340988275	0,419	330182,0334	3247,572329
0,340578878	0,419	330185,9325	3243,673236
0,341397671	0,419	330178,1344	3251,471422
0,340169482	0,419	330189,8316	3239,774143
0,340169482	0,419	330189,8316	3239,774143
0,336076086	0,419	330228,8171	3200,788646
0,305374766	0,409	322563,4694	2908,389267
0,302918671	0,405	319403,7623	2884,997425
0,302509275	0,405	319407,6614	2881,098333
0,302099878	0,405	319411,5605	2877,19924
0,301690767	0,405	319415,4569	2873,302862
0,302099878	0,405	319411,5605	2877,19924
0,287363313	0,399	314777,2633	2736,84819
0,284497993	0,398	314008,7779	2709,558885
0,284088625	0,397	313216,902	2705,660063
0,27753905	0,396	312483,5054	2643,281909
0,274673587	0,393	310123,4719	2615,991246
0,270170767	0,391	308574,8074	2573,106384
0,259937022	0,387	305489,1747	2475,640196
0,259527654	0,385	303901,5241	2471,741375
0,255843512	0,384	303140,8371	2436,653613
0,238241513	0,377	297738,0556	2269,012171
0,237422806	0,374	295358,5288	2261,2148
0,234147975	0,373	294593,9436	2230,025316
0,23210122	0,372	293817,6621	2210,532024
0,22718906	0,369	291477,1214	2163,748612
0,224323598	0,367	289912,8626	2136,457949
0,223504891	0,366	289124,8853	2128,660578
0,214908561	0,363	286819,4326	2046,789132
0,21081508	0,36	284471,0947	2007,80282
0,208768325	0,358	282899,0386	1988,309528
0,198103944	0,354	279817,5073	1886,741962
0,194987398	0,35	276664,0904	1857,059982
0,190244813	0,347	274321,9347	1811,891598
0,18306321	0,343	271207,2334	1743,494016
0,175610625	0,339	268095,1129	1672,515593
0,166125483	0,333	263410,8012	1582,179097
0,161653909	0,327	258678,7401	1539,591826
0,154743289	0,321	253969,9086	1473,775085
0,145529158	0,314	248487,241	1386,019702
0,142006124	0,311	246133,4702	1352,466324
0,137670056	0,308	243787,4428	1311,16961
0,12899789	0,304	240686,9376	1228,575908
0,121138788	0,297	235191,3647	1153,725816
0,105149572	0,281	222611,2505	1001,44452
0,096477435	0,274	217123,4209	918,8510903
0,071003048	0,247	195880,1217	676,2330265
0,06037111	0,233	184840,5342	574,9744549
0,056643977	0,221	175326,7349	539,4772333
0,048984954	0,214	169829,2564	466,5327008
0,014245005	0,148	117638,9885	135,6694234
0,012896049	0,143	113672,9623	122,8219668
0,012518326	0,141	112085,0103	119,2245378
0,012599265	0,141	112084,2395	119,9953961
0,012545325	0,141	112084,7532	119,4816716
0,01255881	0,141	112084,6248	119,6101027
0,012356478	0,141	112086,5518	117,6830928
0,012747657	0,141	112082,8262	121,4086814
0,012639748	0,141	112083,8539	120,3809609
0,012720687	0,141	112083,0831	121,1518192

 
