H (A/m)	        M (A/m)	        I (A)	        B (T)
-120,3804179	65373,90709	-0,126396911	0,082
-118,3249769	65371,85164	-0,124238741	0,082
-120,2528013	65373,77947	-0,126262916	0,082
-119,4816716	65373,00834	-0,125453246	0,082
-121,2791642	65374,80583	-0,127340576	0,082
-117,8117955	65371,33846	-0,123699911	0,082
-147,6170475	63013,81957	-0,1549948	0,079
-175,2392419	57471,01875	-0,183997524	0,072
-210,0568375	51935,41334	-0,220555268	0,065
-233,823383	45592,98216	-0,245509642	0,057
-254,7660731	39247,72713	-0,267499027	0,049
-271,4947018	36081,3569	-0,285063736	0,045
-276,9550609	32107,94368	-0,290796998	0,04
-289,0487652	31324,26267	-0,303495134	0,039
-309,7226459	27366,06297	-0,325202274	0,034
-331,1758022	23408,64255	-0,347727638	0,029
-342,0992356	17849,14298	-0,359197013	0,022
-349,1181457	17856,16189	-0,366566722	0,022
-367,4541999	13895,62436	-0,385819194	0,017
-385,3965435	10730,46784	-0,404658277	0,013
-388,1280806	8345,875235	-0,407526334	0,01
-400,9983452	6767,196069	-0,421039842	0,008
-414,6533158	3597,752178	-0,435377274	0,004
-425,9650294	1221,739745	-0,447254336	0,001
-454,8308064	-4319,817486	-0,477562795	-0,006
-454,439811	-6707,532628	-0,477152259	-0,009
-463,8019782	-8289,719892	-0,486982337	-0,011
-477,8452289	-11458,7755	-0,501727456	-0,015
-486,8164007	-13041,35376	-0,511146998	-0,017
-496,1785678	-14623,54103	-0,520977077	-0,019
-512,5623604	-16198,70666	-0,538179715	-0,021
-537,1380491	-23336,10341	-0,563983672	-0,03
-542,5984082	-24126,41777	-0,569716934	-0,031
-545,3272302	-25715,23838	-0,57258214	-0,033
-563,272289	-27288,84275	-0,591424075	-0,035
-562,4930134	-29676,94617	-0,590605852	-0,038
-580,435357	-31250,55326	-0,609444936	-0,04
-589,0182486	-33629,29452	-0,618456792	-0,043
-592,5290613	-35217,33313	-0,622143072	-0,045
-600,3299622	-36801,08166	-0,630333854	-0,047
-624,9029357	-41551,15698	-0,65613496	-0,053
-647,1380827	-45507,79541	-0,679481397	-0,058
-676,3948551	-48661,6375	-0,710200394	-0,062
-699,800273	-54208,65509	-0,734775591	-0,069
-704,8696367	-57386,68459	-0,740098317	-0,073
-706,430903	-58180,89804	-0,741737613	-0,074
-719,692163	-59759,18621	-0,755661658	-0,076
-729,4453255	-61340,98248	-0,765902274	-0,078
-743,0975808	-64510,42909	-0,780236855	-0,082
-748,5579399	-66096,51816	-0,785970118	-0,084
-770,0138114	-69258,16115	-0,808498332	-0,088
-778,2057077	-72433,06811	-0,817099651	-0,092
-789,1264259	-74809,47154	-0,828566176	-0,095
-793,4165141	-76396,73089	-0,833070678	-0,097
-814,3184754	-77171,60364	-0,855017299	-0,098
-816,9006741	-79556,34559	-0,857728553	-0,101
-825,9342965	-81138,8614	-0,867213667	-0,103
-829,8062369	-82726,53889	-0,871279123	-0,105
-856,9071042	-85086,76217	-0,899734465	-0,108
-856,9071042	-86678,3116	-0,899734465	-0,11
-871,1024087	-88255,66572	-0,914639236	-0,112
-969,1825136	-104073,0799	-1,017621287	-0,132
-1005,317003	-110403,1432	-1,055561742	-0,14
-1005,317003	-113586,242	-1,055561742	-0,144
-1006,606745	-114380,727	-1,056915944	-0,145
-997,5731226	-115185,5353	-1,04743083	-0,146
-1014,350626	-115168,7578	-1,065046856	-0,146
-1011,768427	-116762,8895	-1,062335602	-0,148
-1022,091791	-117548,3408	-1,073174917	-0,149
-1019,512308	-117550,9203	-1,070466514	-0,149
-1032,417871	-117538,0147	-1,084017084	-0,149
-1038,869294	-119918,8875	-1,090790943	-0,152
-1050,485115	-120703,0463	-1,102987312	-0,153
-1055,646798	-123085,2088	-1,108406969	-0,156
-1064,68042	-124667,7246	-1,117892083	-0,158
-1067,259903	-125460,9199	-1,120600487	-0,159
-1095,653228	-127819,8507	-1,150412881	-0,162
-1091,781287	-129415,272	-1,146347425	-0,164
-1100,81491	-130202,0131	-1,155832539	-0,165
-1115,010214	-131779,3673	-1,17073731	-0,167
-1125,333578	-133360,5933	-1,181576626	-0,169
-1134,367201	-135738,8839	-1,19106174	-0,172
-1130,49526	-135742,7558	-1,186996283	-0,172
-1139,528883	-136529,4969	-1,196481397	-0,173
-1151,144704	-138109,4305	-1,208677766	-0,175
-1167,922207	-140479,9771	-1,226293792	-0,178
-1165,340008	-142074,1088	-1,223582537	-0,18
-1180,82777	-142854,3957	-1,239844361	-0,181
-1198,895015	-144427,8779	-1,258814589	-0,183
-1204,056697	-146810,0404	-1,264234247	-0,186
-1209,218379	-147600,6534	-1,269653905	-0,187
-1214,380061	-147595,4917	-1,275073562	-0,187
-1224,703425	-149972,4925	-1,285912878	-0,19
-1242,77067	-152341,7494	-1,304883106	-0,193
-1256,96869	-153919,1008	-1,319790728	-0,195
-1269,871537	-156293,5221	-1,333338447	-0,198
-1289,231239	-158661,4866	-1,353665728	-0,201
-1306,008742	-161032,0332	-1,371281754	-0,204
-1330,527411	-164190,6134	-1,397025841	-0,208
-1346,012457	-165766,6778	-1,413284814	-0,21
-1343,432974	-167360,8067	-1,410576411	-0,212
-1336,978835	-167367,2608	-1,4037997	-0,212
-1362,78996	-168932,9991	-1,43090084	-0,214
-1370,533841	-171312,5794	-1,439031752	-0,217
-1373,113324	-171309,9999	-1,441740156	-0,217
-1370,533841	-172108,3541	-1,439031752	-0,218
-1398,92445	-173671,513	-1,468841295	-0,22
-1407,958072	-175254,0288	-1,478326409	-0,222
-1407,958072	-176845,5782	-1,478326409	-0,224
-1418,281436	-178426,8043	-1,489165725	-0,226
-1441,513079	-179995,122	-1,513558461	-0,228
-1445,385019	-181582,7995	-1,517623917	-0,23
-1475,06537	-183940,4433	-1,548787662	-0,233
-1478,93731	-185528,1208	-1,552853118	-0,235
-1482,80925	-186320,0236	-1,556918574	-0,236
-1480,227052	-187118,3805	-1,55420732	-0,237
-1507,327919	-188682,8291	-1,582662662	-0,239
-1517,653998	-189468,2777	-1,593504828	-0,24
-1521,523223	-191055,9579	-1,597567433	-0,242
-1531,849303	-191841,4066	-1,6084096	-0,243
-1551,206289	-194209,3737	-1,628734029	-0,246
-1562,82211	-195789,3073	-1,640930397	-0,248
-1571,855733	-196576,0484	-1,650415511	-0,249
-1582,179097	-198953,0492	-1,661254827	-0,252
-1597,664143	-199733,3389	-1,6775138	-0,253
-1602,828541	-200523,9492	-1,682936309	-0,254
-1620,895785	-202097,4314	-1,701906537	-0,256
-1632,508891	-203677,3677	-1,714100054	-0,258
-1646,704196	-206846,2713	-1,729004825	-0,262
-1657,030275	-206835,9452	-1,739846992	-0,262
-1677,677003	-209202,6226	-1,761525623	-0,265
-1680,259202	-209995,8151	-1,764236877	-0,266
-1681,548944	-210790,3001	-1,765591079	-0,267
-1699,616189	-210772,2328	-1,784561307	-0,267
-1699,616189	-211568,0076	-1,784561307	-0,268
-1698,326447	-212365,072	-1,783207105	-0,269
-1725,427314	-213133,7459	-1,811662447	-0,27
-1742,204817	-214708,5178	-1,829278473	-0,272
-1749,945983	-217088,1008	-1,837406534	-0,275
-1758,979605	-217874,8419	-1,846891648	-0,276
-1746,074042	-217887,7474	-1,833341078	-0,276
-1733,171195	-217900,6503	-1,819793359	-0,276
-1738,332877	-217895,4886	-1,825213017	-0,276
-1751,23844	-217882,583	-1,838763586	-0,276
-1752,528181	-217881,2933	-1,840117788	-0,276
-1800,278492	-219425,0924	-1,890254612	-0,278
-1837,702724	-224958,0912	-1,929549269	-0,285
-1882,870836	-229687,5714	-1,976974838	-0,291
-1893,1942	-232064,5721	-1,987814154	-0,294
-1903,517564	-234441,5729	-1,998653469	-0,297
-1935,782829	-236000,8571	-2,032531319	-0,299
-1957,719299	-238366,2448	-2,055564152	-0,302
-1946,106193	-238377,8579	-2,043370635	-0,302
-1956,429557	-239163,3092	-2,054209951	-0,303
-1959,011756	-239160,727	-2,056921205	-0,303
-1951,267875	-239168,4709	-2,048790293	-0,303
-1971,917318	-239147,8215	-2,070471775	-0,303
-2058,381602	-247814,8791	-2,161257457	-0,314
-2075,159105	-249389,651	-2,178873483	-0,316
-2090,644152	-250169,9406	-2,195132457	-0,317
-2112,583337	-252535,3256	-2,21816814	-0,32
-2140,973946	-255690,0339	-2,247977684	-0,324
-2159,041191	-257263,516	-2,266947911	-0,326
-2182,270118	-258831,8366	-2,291337797	-0,328
-2197,757879	-259612,1235	-2,307599621	-0,329
-2205,50176	-260400,1543	-2,315730533	-0,33
-2255,831554	-264328,6981	-2,36857576	-0,335
-2270,026858	-265906,0523	-2,383480532	-0,337
-2312,612772	-269046,5652	-2,428194847	-0,341
-2329,390275	-270621,3371	-2,445810873	-0,343
-2347,45752	-272990,594	-2,4647811	-0,346
-2375,850844	-273757,9754	-2,494593495	-0,347
-2409,403135	-276111,7473	-2,529822696	-0,35
-2428,760122	-279275,4892	-2,550147125	-0,354
-2449,409565	-280050,6144	-2,571828607	-0,355
-2471,348751	-281620,2247	-2,594864291	-0,357
-2515,227121	-285555,2199	-2,640935658	-0,362
-2517,806604	-285552,6404	-2,643644062	-0,362
-2522,968286	-286343,2534	-2,649063719	-0,363
-2532,001909	-287129,9945	-2,658548833	-0,364
-2548,779412	-287908,9917	-2,676164859	-0,365
-2550,069154	-288703,4767	-2,677519061	-0,366
-2555,230836	-288698,315	-2,682938719	-0,366
-2544,907472	-288708,6384	-2,672099403	-0,366
-2546,197213	-287911,5739	-2,673453605	-0,365
-2544,907472	-287912,8637	-2,672099403	-0,365
-2551,361611	-288702,1842	-2,678876114	-0,366
-2559,102776	-288694,4431	-2,687004175	-0,366
-2678,369943	-297328,6978	-2,812232196	-0,377
-2682,269036	-298120,5734	-2,816326161	-0,378
-2697,862692	-298900,7545	-2,832699173	-0,379
-2717,355441	-299677,0364	-2,85316615	-0,38
-2717,355441	-300472,8111	-2,85316615	-0,381
-2752,444561	-300437,722	-2,890008989	-0,381
-2783,631873	-304385,4083	-2,922755012	-0,386
-2779,735496	-304389,3047	-2,918663897	-0,386
-2783,631873	-304385,4083	-2,922755012	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2787,530966	-304381,5092	-2,926848977	-0,386
-2779,735496	-304389,3047	-2,918663897	-0,386
-2787,530966	-304381,5092	-2,926848977	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2779,735496	-304389,3047	-2,918663897	-0,386
-2771,93731	-304397,1029	-2,910475966	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2771,93731	-304397,1029	-2,910475966	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2768,038217	-304401,002	-2,906382	-0,386
-2775,836403	-304393,2038	-2,914569932	-0,386
-2771,93731	-304397,1029	-2,910475966	-0,386
-2771,93731	-304397,1029	-2,910475966	-0,386
-2736,84819	-304432,192	-2,873633127	-0,386
-2697,862692	-302879,628	-2,832699173	-0,384
-2701,761785	-302079,9542	-2,836793138	-0,383
-2697,862692	-302083,8533	-2,832699173	-0,383
-2701,761785	-302079,9542	-2,836793138	-0,383
-2701,761785	-302079,9542	-2,836793138	-0,383
-2654,978102	-301330,9632	-2,787671253	-0,382
-2639,384446	-300550,7821	-2,771298242	-0,381
-2643,280823	-300546,8858	-2,775389357	-0,381
-2557,511642	-298245,3308	-2,685333518	-0,378
-2549,713457	-297457,3543	-2,677145586	-0,377
-2545,814364	-297461,2534	-2,673051621	-0,377
-2495,134303	-297511,9334	-2,619838621	-0,377
-2479,537932	-295140,2057	-2,603462759	-0,374
-2475,638839	-294348,33	-2,599368793	-0,373
-2475,638839	-294348,33	-2,599368793	-0,373
-2463,944276	-294360,0246	-2,587089747	-0,373
-2460,045183	-294363,9237	-2,582995782	-0,373
-2467,843368	-294356,1255	-2,591183713	-0,373
-2463,944276	-293564,2499	-2,587089747	-0,372
-2452,246997	-294371,7219	-2,574807851	-0,373
-2409,362407	-292823,057	-2,529779931	-0,371
-2405,463314	-292031,1814	-2,525685966	-0,37
-2385,970565	-292050,6742	-2,505218989	-0,37
-2374,276002	-291266,594	-2,492939943	-0,369
-2370,376909	-291270,4931	-2,488845977	-0,369
-2311,895947	-290533,1993	-2,427442196	-0,368
-2296,302291	-288161,4689	-2,411069184	-0,365
-2284,607728	-287377,3887	-2,398790138	-0,364
-2269,011357	-287392,9851	-2,382414276	-0,364
-2241,720422	-286624,5013	-2,353759368	-0,363
-2226,126766	-285844,3202	-2,337386357	-0,362
-2237,821329	-285832,6257	-2,349665402	-0,362
-2237,821329	-285832,6257	-2,349665402	-0,362
-2237,821329	-285832,6257	-2,349665402	-0,362
-2245,619515	-285824,8275	-2,357853334	-0,362
-2237,821329	-285832,6257	-2,349665402	-0,362
-2241,720422	-285828,7266	-2,353759368	-0,362
-2237,821329	-285832,6257	-2,349665402	-0,362
-2230,025859	-285044,6464	-2,341480322	-0,361
-2183,242176	-283499,8807	-2,292358437	-0,359
-2120,862121	-281970,7113	-2,22686069	-0,357
-2120,862121	-280379,1619	-2,22686069	-0,355
-2081,876623	-279622,3726	-2,185926736	-0,354
-2038,992033	-278073,7078	-2,140898816	-0,352
-2015,600191	-276505,5502	-2,116337874	-0,35
-2011,701098	-275713,6746	-2,112243908	-0,349
-1984,410164	-274945,1908	-2,083589	-0,348
-1976,614693	-274157,2116	-2,07540392	-0,347
-1953,222852	-274180,6034	-2,050842977	-0,347
-1904,810021	-271841,6921	-2,000010522	-0,344
-1899,648339	-271051,0791	-1,994590864	-0,343
-1853,18777	-269505,9902	-1,945808242	-0,341
-1822,214962	-267149,6389	-1,913287445	-0,338
-1823,507419	-267148,3464	-1,914644497	-0,338
-1806,729916	-266369,3492	-1,897028471	-0,337
-1775,757108	-264808,7726	-1,864507674	-0,335
-1773,17491	-264811,3548	-1,861796419	-0,335
-1749,945983	-264038,809	-1,837406534	-0,334
-1740,91236	-263252,0679	-1,82792142	-0,333
-1715,101235	-262482,1043	-1,80082028	-0,332
-1693,164765	-260912,4913	-1,777787447	-0,33
-1694,454507	-260115,4269	-1,779141649	-0,329
-1677,677003	-260132,2044	-1,761525623	-0,329
-1647,996653	-258570,3353	-1,730361878	-0,327
-1589,922978	-255445,3101	-1,669385739	-0,323
-1575,727673	-253867,956	-1,654480967	-0,321
-1567,983793	-253079,9252	-1,646350055	-0,32
-1539,593184	-252312,541	-1,616540512	-0,319
-1525,395164	-251530,9644	-1,601632889	-0,318
-1518,94374	-249945,8663	-1,59485903	-0,316
-1502,166237	-249962,6438	-1,577243004	-0,316
-1458,287866	-248414,9728	-1,531171636	-0,314
-1449,254244	-246832,457	-1,521686522	-0,312
-1432,479456	-246053,4571	-1,504073347	-0,311
-1397,634708	-244496,7524	-1,467487094	-0,309
-1371,823583	-242135,2393	-1,440385954	-0,306
-1338,271291	-241373,0169	-1,405156753	-0,305
-1303,426543	-238224,7628	-1,368570499	-0,301
-1302,136802	-236634,5031	-1,367216298	-0,299
-1293,103179	-236643,5367	-1,357731184	-0,299
-1211,800577	-231950,1911	-1,272365159	-0,293
-1224,703425	-231141,5135	-1,285912878	-0,292
-1207,928637	-231158,2883	-1,268299703	-0,292
-1170,50169	-229604,1658	-1,229002195	-0,29
-1162,760525	-227224,5828	-1,220874134	-0,287
-1156,306386	-227231,037	-1,214097423	-0,287
-1144,69328	-227242,6501	-1,201903906	-0,287
-1127,915777	-224872,1034	-1,18428788	-0,284
-1126,626035	-224873,3932	-1,182933678	-0,284
-1115,010214	-224089,2343	-1,17073731	-0,283
-1107,266333	-223301,2034	-1,162606398	-0,282
-1089,199089	-222523,496	-1,14363617	-0,281
-1073,714042	-220947,4316	-1,127377197	-0,279
-1069,842102	-220155,5288	-1,123311741	-0,278
-1047,902917	-220177,468	-1,100276057	-0,278
-1037,579553	-218596,2419	-1,089436742	-0,276
-1014,350626	-217027,9214	-1,065046856	-0,274
-1016,930109	-216229,5672	-1,06775526	-0,273
-966,600315	-214688,3476	-1,014910033	-0,271
-936,9172491	-211534,9318	-0,983743437	-0,267
-936,9172491	-209943,3823	-0,983743437	-0,265
-913,6883221	-209966,6113	-0,959353551	-0,265
-900,7827593	-207592,1927	-0,945802981	-0,262
-880,1360311	-206817,0647	-0,92412435	-0,261
-832,3857203	-202885,9414	-0,873987527	-0,256
-802,7053696	-198936,7482	-0,842823782	-0,251
-787,2176081	-197360,6865	-0,826561957	-0,249
-722,6925094	-192650,5633	-0,758811959	-0,243
-691,7197018	-189498,4373	-0,726291161	-0,239
-673,652457	-186333,4057	-0,707320933	-0,235
-673,652457	-186333,4057	-0,707320933	-0,235
-642,6796493	-184772,8291	-0,674800136	-0,233
-611,6416758	-181620,7682	-0,642210915	-0,229
-591,3587904	-177662,1775	-0,620914312	-0,224
-589,0182486	-176072,9686	-0,618456792	-0,222
-512,9506405	-170578,6132	-0,538587401	-0,215
-470,8236035	-166641,8666	-0,494354897	-0,21
-374,8641054	-159575,8537	-0,393599439	-0,201
-354,1902247	-150843,0057	-0,371892298	-0,19
-346,7776039	-146871,5448	-0,364109202	-0,185
-340,5379693	-146877,7844	-0,357557717	-0,185
-232,8757623	-144598,1225	-0,24451466	-0,182
-141,8362894	-126386,3435	-0,148925125	-0,159
-129,2456951	-115258,088	-0,135705266	-0,145
-122,1806258	-112877,829	-0,128287091	-0,142
-121,5371126	-112082,6978	-0,127611416	-0,141
-118,1973604	-111290,2628	-0,124104746	-0,14
-116,6551008	-111291,8051	-0,122485406	-0,14
-120,7659828	-111287,6942	-0,126801746	-0,14
-117,939412	-111290,5208	-0,123833906	-0,14
-120,5107497	-111287,9494	-0,126533756	-0,14
-119,2237232	-111289,2364	-0,125182406	-0,14
-119,6092881	-111288,8509	-0,125587241	-0,14
-119,6092881	-111288,8509	-0,125587241	-0,14
-119,994853	-111288,4653	-0,125992076	-0,14
-119,6092881	-111288,8509	-0,125587241	-0,14
116,3971525	-65369,92382	0,122214566	-0,082
116,7827173	-64574,53467	0,122619401	-0,081
119,6092881	-64577,36124	0,125587241	-0,081
117,939412	-63779,91665	0,123833906	-0,08
118,7105418	-62984,91306	0,124643576	-0,079
118,5829252	-62984,78545	0,124509581	-0,079
117,6841789	-62983,8867	0,123565917	-0,079
120,2528013	-62986,45532	0,126262916	-0,079
118,7105418	-62984,91306	0,124643576	-0,079
118,8381583	-62985,04068	0,124777571	-0,079
120,8935993	-62987,09612	0,126935741	-0,079
116,9130491	-62983,11557	0,122756246	-0,079
119,0961067	-62985,29863	0,125048411	-0,079
118,0670286	-62984,26955	0,123967901	-0,079
118,0670286	-62984,26955	0,123967901	-0,079
118,9684901	-62985,17101	0,124914416	-0,079
143,1206006	-63009,32312	0,150273625	-0,079
185,9020118	-52707,03323	0,195193208	-0,066
209,7988891	-47956,28182	0,220284428	-0,06
260,1612663	-37661,57289	0,273163866	-0,047
322,2046304	-31357,41853	0,338308096	-0,039
344,8280575	-17056,09708	0,362062219	-0,021
358,4803129	-12295,10104	0,376396801	-0,015
370,1830218	-9919,479607	0,388684399	-0,012
448,5884565	4326,059836	0,471008459	0,006
471,9938744	10668,85214	0,495583656	0,014
480,1857707	14639,53382	0,504184976	0,019
481,747037	17025,2967	0,505824272	0,022
518,801995	20967,11532	0,5447312	0,027
539,0875955	29700,35159	0,566030655	0,038
545,7182255	30489,49568	0,572992677	0,039
551,56958	31279,41904	0,579136476	0,04
550,0083137	31280,9803	0,577497179	0,04
564,8335552	32857,70449	0,593063372	0,042
581,2146325	36820,19699	0,610263159	0,047
594,8696031	39193,86617	0,624600591	0,05
610,4714049	44748,68738	0,640982155	0,057
628,0254683	46322,68274	0,659413553	0,059
667,0326879	50262,5491	0,700370315	0,064
683,0254851	57408,52874	0,717162416	0,073
724,3732465	66120,70285	0,760576697	0,084
750,1192062	70073,83047	0,787609414	0,089
798,8334292	76391,31397	0,838758326	0,097
814,3184754	84333,57608	0,855017299	0,107
811,738992	85927,70499	0,852308895	0,109
819,4801575	86715,73854	0,860436957	0,11
833,675462	89088,86738	0,875341728	0,113
853,0351638	90661,05711	0,895669009	0,115
869,8099517	93827,38119	0,913282184	0,119
899,4930176	99368,12113	0,94444878	0,126
913,6883221	101741,25	0,959353551	0,129
935,6275073	105698,1844	0,982389235	0,134
961,4386329	109651,2468	1,009490375	0,139
984,6675598	114402,6662	1,03388026	0,145
993,7011823	116780,9567	1,043365374	0,148
1015,640367	119942,1164	1,066401058	0,152
1053,064599	123883,5657	1,105695715	0,157
1082,747665	130220,0804	1,136862311	0,165
1109,848532	135763,4025	1,165317652	0,172
1111,138274	136557,8875	1,166671854	0,173
1158,888585	139693,2361	1,216808678	0,177
1158,888585	143672,1096	1,216808678	0,182
1180,82777	145241,7199	1,239844361	0,184
1187,279194	146826,8179	1,246618221	0,186
1210,508121	150782,4625	1,271008106	0,191
1211,800577	151576,9448	1,272365159	0,192
1246,64261	153929,4269	1,308948562	0,195
1253,096749	156310,2969	1,315725272	0,198
1268,581795	158682,136	1,331984246	0,201
1330,527411	163394,8387	1,397025841	0,207
1370,533841	172108,3541	1,439031752	0,218
1404,086132	176849,4501	1,474260953	0,224
1422,153377	179218,707	1,493231181	0,227
1446,674761	181581,5098	1,518978119	0,23
1476,355111	185530,703	1,550141864	0,235
1504,748436	187093,8591	1,579954258	0,237
1564,111852	194992,2429	1,642284599	0,247
1571,855733	198963,3726	1,650415511	0,252
1578,307157	199752,6959	1,657189371	0,253
1586,051037	200540,7267	1,665320283	0,254
1598,9566	201323,5958	1,678870853	0,255
1607,990223	202906,1117	1,688355967	0,257
1607,990223	203701,8864	1,688355967	0,258
1605,408024	202908,6938	1,685644712	0,257
1602,828541	203707,048	1,682936309	0,258
1607,990223	202906,1117	1,688355967	0,257
1611,862163	203698,0144	1,692421423	0,258
1607,990223	203701,8864	1,688355967	0,258
2033,860218	243064,7521	2,135510519	0,308
2040,314357	245445,6222	2,14228723	0,311
2036,442417	246245,2688	2,138221773	0,312
2039,024616	245446,9119	2,140933028	0,311
2035,152675	245450,7838	2,136867572	0,311
2031,280735	246250,4305	2,132802116	0,312
2032,570477	245453,366	2,134156317	0,311
2031,280735	245454,6558	2,132802116	0,311
2032,570477	246249,1407	2,134156317	0,312
2039,024616	246242,6866	2,140933028	0,312
2039,024616	246242,6866	2,140933028	0,312
2027,408795	245458,5277	2,12873666	0,311
2031,280735	245454,6558	2,132802116	0,311
2040,314357	246241,3969	2,14228723	0,312
2050,637722	246231,0735	2,153126545	0,312
2063,543284	246218,1679	2,166677115	0,312
2075,159105	247798,1015	2,178873483	0,314
2120,327218	251731,807	2,226299052	0,319
2131,940323	253311,7433	2,23849257	0,321
2160,333648	255670,6742	2,268304964	0,324
2174,528952	257248,0283	2,283209736	0,326
2197,757879	258816,3488	2,307599621	0,328
2217,114866	258796,9918	2,32792405	0,328
2246,797932	262746,1823	2,359090646	0,333
2263,575435	263525,1795	2,376706672	0,334
2291,966044	265884,1131	2,406516216	0,337
2307,45109	266664,4027	2,422775189	0,338
2321,646394	268241,7569	2,43767996	0,34
2335,844414	269023,3336	2,452587583	0,341
2357,780884	271388,7212	2,475620416	0,344
2409,403135	273724,4231	2,529822696	0,347
2415,854559	275309,5211	2,536596555	0,349
2450,699307	277662,0005	2,573182809	0,352
2490,705737	280805,093	2,61518872	0,356
2485,544055	281606,0294	2,609769062	0,357
2507,48324	280788,3155	2,632804746	0,356
2573,298081	286292,9236	2,701908946	0,363
2566,846657	287095,1498	2,695135087	0,364
2599,109206	288654,4367	2,729010086	0,366
2618,466193	289430,8544	2,749334516	0,367
2674,47085	292557,9486	2,80813823	0,371
2678,369943	294145,5989	2,812232196	0,373
2682,269036	294937,4745	2,816326161	0,374
2690,064507	294929,6791	2,824511242	0,374
2693,963599	294925,78	2,828605207	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2686,168129	294933,5755	2,820420127	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2682,269036	294937,4745	2,816326161	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2682,269036	294937,4745	2,816326161	0,374
2697,862692	295717,6556	2,832699173	0,375
2686,168129	294933,5755	2,820420127	0,374
2693,963599	294925,78	2,828605207	0,374
2693,963599	294925,78	2,828605207	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	295725,4538	2,824511242	0,375
2697,862692	294921,8809	2,832699173	0,374
2690,064507	295725,4538	2,824511242	0,375
2686,168129	294933,5755	2,820420127	0,374
2693,963599	294925,78	2,828605207	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2686,168129	294933,5755	2,820420127	0,374
2693,963599	294925,78	2,828605207	0,374
2686,168129	295729,3502	2,820420127	0,375
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2686,168129	294933,5755	2,820420127	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2693,963599	294925,78	2,828605207	0,374
2686,168129	294933,5755	2,820420127	0,374
2690,064507	294929,6791	2,824511242	0,374
2690,064507	294929,6791	2,824511242	0,374
2686,168129	294933,5755	2,820420127	0,374
2686,168129	294933,5755	2,820420127	0,374
2608,194418	295011,5492	2,738549368	0,374
2522,425237	291914,2195	2,648493529	0,37
2510,727959	290334,3673	2,636211633	0,368
2506,828866	289542,4917	2,632117667	0,367
2471,742461	289577,5781	2,595277679	0,367
2444,451527	288013,3196	2,566622771	0,365
2362,578723	285707,8683	2,480658046	0,362
2315,79504	283367,3278	2,431536161	0,359
2307,99957	282579,3486	2,423351081	0,358
2261,215886	281034,5828	2,374229196	0,356
2206,634017	279497,6153	2,31691938	0,354
2183,242176	277929,4577	2,292358437	0,352
2163,749427	277153,1757	2,27189146	0,351
2140,357585	276380,7928	2,247330518	0,35
2124,761214	274804,8398	2,230954655	0,348
2128,660307	274800,9407	2,235048621	0,348
2132,559399	274797,0416	2,239142587	0,348
2109,167558	274820,4334	2,214581644	0,348
2077,97753	273260,074	2,18183277	0,346
2070,18206	272472,0948	2,17364769	0,345
2054,585689	272487,6911	2,157271828	0,345
2050,686596	271695,8155	2,153177862	0,344
2038,992033	271707,5101	2,140898816	0,344
2035,09294	271711,4092	2,136804851	0,344
1988,309257	270962,4181	2,087682966	0,343
1972,715601	269386,4624	2,071309954	0,341
1984,410164	268578,9931	2,083589	0,34
1968,816508	268594,5867	2,067215989	0,34
1976,614693	268586,7886	2,07540392	0,34
1972,715601	269386,4624	2,071309954	0,341
1972,715601	268590,6877	2,071309954	0,34
1984,410164	269374,7678	2,083589	0,341
1976,614693	269382,5633	2,07540392	0,341
1976,614693	269382,5633	2,07540392	0,341
1976,614693	268586,7886	2,07540392	0,34
1972,715601	269386,4624	2,071309954	0,341
1984,410164	268578,9931	2,083589	0,34
1976,614693	269382,5633	2,07540392	0,341
1976,614693	269382,5633	2,07540392	0,341
1972,715601	268590,6877	2,071309954	0,34
1972,715601	268590,6877	2,071309954	0,34
1972,715601	268590,6877	2,071309954	0,34
1968,816508	268594,5867	2,067215989	0,34
1976,614693	268586,7886	2,07540392	0,34
