H (A/m)	        M (A/m)	        I (A)	        B (T)
1976,614693	268586,7886	2,07540392	0,34
1942,234252	267825,3943	2,039305179	0,339
1942,234252	267029,6196	2,039305179	0,338
1947,395934	267024,4579	2,044724837	0,338
1953,850073	267018,0038	2,051501547	0,338
1938,362312	267033,4915	2,035239723	0,338
1939,652054	267032,2018	2,036593925	0,338
1934,490372	267833,1382	2,031174267	0,339
1946,106193	267025,7476	2,043370635	0,338
1947,395934	267024,4579	2,044724837	0,338
1953,850073	267018,0038	2,051501547	0,338
1897,06614	266279,013	1,99187961	0,337
1881,581094	264702,9486	1,975620636	0,335
1864,803591	263923,9514	1,95800461	0,334
1846,736346	263146,2439	1,939034383	0,333
1837,702724	263155,2775	1,929549269	0,333
1831,248585	262365,9569	1,922772558	0,332
1766,723486	260043,1579	1,85502256	0,329
1764,141287	259249,9654	1,852311305	0,328
1742,204817	258476,1271	1,829278473	0,327
1726,717056	257695,8402	1,813016648	0,326
1725,427314	256901,3552	1,811662447	0,325
1716,393692	256910,3888	1,802177333	0,325
1706,070328	256124,9375	1,791338017	0,324
1691,872308	256139,1355	1,776430395	0,324
1680,259202	255354,9739	1,764236877	0,323
1667,353639	253776,33	1,750686307	0,321
1636,380832	252215,7534	1,71816551	0,319
1626,057467	252226,0768	1,707326194	0,319
1578,307157	250682,2776	1,657189371	0,317
1555,07823	248318,1824	1,632799485	0,314
1552,496031	248320,7646	1,630088231	0,314
1553,788488	248319,4722	1,631445284	0,314
1555,07823	248318,1824	1,632799485	0,314
1538,300727	246743,4105	1,615183459	0,312
1509,910118	245180,2517	1,585373916	0,31
1500,876495	245189,2853	1,575888802	0,31
1480,227052	244414,16	1,55420732	0,309
1473,775628	243624,8367	1,547433461	0,308
1477,647568	243620,9648	1,551498917	0,308
1437,641138	242069,4218	1,509493005	0,306
1440,220622	241271,0676	1,512201409	0,305
1428,607516	240486,906	1,500007891	0,304
1423,445834	240492,0677	1,494588234	0,304
1360,210477	236576,4294	1,428192437	0,299
1348,594656	235792,2706	1,415996068	0,298
1340,850775	235004,2397	1,407865156	0,297
1344,722715	235000,3678	1,411930612	0,297
1340,850775	235800,0144	1,407865156	0,298
1352,466596	235788,3986	1,420061525	0,298
1348,594656	235792,2706	1,415996068	0,298
1335,689093	235009,4014	1,402445499	0,297
1315,042365	234234,2734	1,380766867	0,296
1309,877967	234239,4378	1,375344359	0,296
1267,292054	231894,6996	1,330630044	0,293
1260,837915	231105,379	1,323853333	0,292
1260,837915	230309,6043	1,323853333	0,291
1238,901445	229535,766	1,300820501	0,29
1237,608988	228741,2838	1,299463448	0,289
1223,413683	227959,7044	1,284558676	0,288
1198,895015	227188,4483	1,258814589	0,287
1197,602558	225598,1913	1,257457536	0,285
1189,861392	225605,9325	1,249329475	0,285
1188,568935	225607,225	1,247972423	0,285
1160,178326	224044,0661	1,218162879	0,283
1071,131844	216971,1402	1,124665943	0,274
1067,259903	216975,0121	1,120600487	0,274
1067,259903	216179,2374	1,120600487	0,273
1032,417871	216214,0794	1,084017084	0,273
997,5731226	213065,8253	1,04743083	0,269
997,5731226	211474,2759	1,04743083	0,267
969,1825136	210706,8918	1,017621287	0,266
936,9172491	208351,8329	0,983743437	0,263
943,3713881	206753,8293	0,990520147	0,261
935,6275073	206761,5732	0,982389235	0,261
922,7219446	206774,4788	0,968838665	0,261
903,364958	203610,7369	0,948514236	0,257
895,6210773	203618,4808	0,940383323	0,257
860,7763293	202061,7761	0,90379707	0,255
862,0687862	199673,1595	0,905154122	0,252
855,6146472	199679,6136	0,898377412	0,252
863,3585279	199671,8698	0,906508324	0,252
859,4865876	199675,7417	0,902442868	0,252
849,1632234	198890,2904	0,891603553	0,251
829,8062369	198909,6473	0,871279123	0,251
823,3520979	196528,7773	0,864502413	0,248
820,7726144	196531,3568	0,861794009	0,248
819,4801575	196532,6493	0,860436957	0,248
791,0895485	194969,4905	0,830627413	0,246
774,3120454	194190,4932	0,813011387	0,245
762,6989395	191814,7822	0,80081787	0,242
763,9886812	191813,4925	0,802172072	0,242
717,5308274	190268,4009	0,753392301	0,24
690,4299601	185520,8535	0,724936959	0,234
673,652457	183150,3068	0,707320933	0,231
625,2939311	180811,3412	0,656545497	0,228
614,3732129	177639,163	0,645078972	0,224
612,0326711	176049,9542	0,642621452	0,222
596,4281541	176065,5587	0,626237037	0,222
578,0948152	173696,5679	0,606987416	0,219
561,7110227	172121,4022	0,589784778	0,217
532,0659702	168967,9484	0,558658096	0,213
466,1425199	162667,6741	0,489439857	0,205
443,1280974	159507,5897	0,465275197	0,201
431,8163839	157131,5773	0,453398135	0,198
421,2839458	155550,5603	0,442339296	0,196
417,7731331	154758,2964	0,438653017	0,195
395,149706	153189,3704	0,414898893	0,193
360,8208547	147653,2762	0,37885432	0,186
345,6100483	146076,9376	0,362883293	0,184
316,3532759	142923,0955	0,332164296	0,18
296,0676753	140556,057	0,310864842	0,177
275,78479	138189,0157	0,289568238	0,174
254,3316338	134231,5953	0,267042875	0,169
219,2235069	130287,8298	0,230180079	0,164
183,9769026	124752,6534	0,193171884	0,157
166,3739647	120791,3828	0,174689169	0,152
129,7588765	113666,0254	0,136244095	0,143
123,2069887	112081,0279	0,129364751	0,141
120,1251848	111288,335	0,126128921	0,14
118,7105418	110493,9749	0,124643576	0,139
118,0670286	110494,6184	0,123967901	0,139
120,6383662	110492,0471	0,126667751	0,139
118,8381583	110493,8473	0,124777571	0,139
118,1973604	110494,4881	0,124104746	0,139
119,4816716	110493,2038	0,125453246	0,139
116,0115876	109700,8991	0,121809731	0,138
117,0406657	109699,8701	0,122890241	0,138
118,5829252	109698,3278	0,124509581	0,138
120,1251848	110492,5603	0,126128921	0,139
116,0115876	109700,8991	0,121809731	0,138
119,2237232	110493,4617	0,125182406	0,139
118,5829252	110494,1025	0,124509581	0,139
118,7105418	109698,2002	0,124643576	0,138
119,0961067	109697,8146	0,125048411	0,138
119,7396199	110492,9458	0,125724086	0,139
119,4816716	109697,4291	0,125453246	0,138
118,4525934	110494,2329	0,124372736	0,139
117,1682822	110495,5172	0,123024236	0,139
117,5538471	109699,3569	0,123429071	0,138
118,9684901	110493,717	0,124914416	0,139
118,5829252	109698,3278	0,124509581	0,138
119,6092881	110493,0762	0,125587241	0,139
116,1419194	109700,7688	0,121946576	0,138
118,1973604	109698,7134	0,124104746	0,138
117,939412	110494,746	0,123833906	0,139
119,0961067	110493,5893	0,125048411	0,139
119,354055	109697,5567	0,125319251	0,138
118,4525934	110494,2329	0,124372736	0,139
115,6260227	110497,0594	0,121404896	0,139
118,5829252	110494,1025	0,124509581	0,139
118,0670286	109698,8437	0,123967901	0,138
117,939412	110494,746	0,123833906	0,139
116,3971525	110496,2883	0,122214566	0,139
119,0961067	110493,5893	0,125048411	0,139
118,0670286	110494,6184	0,123967901	0,139
119,2237232	109697,687	0,125182406	0,138
118,9684901	110493,717	0,124914416	0,139
119,994853	110492,6906	0,125992076	0,139
119,994853	109696,9159	0,125992076	0,138
121,409496	109695,5012	0,127477421	0,138
118,5829252	109698,3278	0,124509581	0,138
119,2237232	109697,687	0,125182406	0,138
116,9130491	110495,7724	0,122756246	0,139
119,994853	109696,9159	0,125992076	0,138
118,7105418	110493,9749	0,124643576	0,139
119,8672365	109697,0435	0,125858081	0,138
-114,2140949	65367,74076	-0,119922401	0,082
-117,4262306	64575,17818	-0,123295076	0,081
-118,4525934	63780,42983	-0,124372736	0,08
-118,0670286	62984,26955	-0,123967901	0,079
-118,1973604	62984,39988	-0,124104746	0,079
-118,5829252	62984,78545	-0,124509581	0,079
-118,5829252	62984,78545	-0,124509581	0,079
-117,939412	62984,14193	-0,123833906	0,079
-119,994853	62986,19737	-0,125992076	0,079
-120,1251848	62986,32771	-0,126128921	0,079
-120,1251848	62986,32771	-0,126128921	0,079
-118,5829252	62984,78545	-0,124509581	0,079
-118,4525934	62984,65511	-0,124372736	0,079
-119,4816716	62985,68419	-0,125453246	0,079
-119,0961067	62985,29863	-0,125048411	0,079
-118,3249769	62984,5275	-0,124238741	0,079
-117,4262306	62983,62875	-0,123295076	0,079
-117,6841789	62983,8867	-0,123565917	0,079
-117,5538471	62983,75637	-0,123429071	0,079
-118,8381583	62985,04068	-0,124777571	0,079
-124,2360668	62990,43859	-0,130445261	0,079
-146,7183011	60625,59668	-0,154051135	0,076
-167,5306594	55871,76074	-0,175903674	0,07
-209,7988891	47160,5071	-0,220284428	0,059
-223,5461781	42399,6061	-0,234718793	0,053
-254,5081247	40043,2439	-0,267228186	0,05
-306,2118333	32932,97517	-0,321515995	0,041
-322,5929105	21012,73551	-0,338715782	0,026
-353,4109492	16268,90526	-0,371074075	0,02
-435,7154767	2823,039623	-0,457492101	0,003
-462,6317073	-8290,890163	-0,485753578	-0,011
-483,305588	-16227,96344	-0,507460718	-0,021
-489,1569425	-17017,8868	-0,513604517	-0,022
-494,6173016	-19399,75058	-0,51933778	-0,025
-493,0587505	-19401,30914	-0,517701334	-0,025
-517,2434439	-20172,89916	-0,543094754	-0,026
-556,2506636	-26500,08966	-0,584051516	-0,034
-579,2650861	-36822,14654	-0,608216176	-0,047
-581,2146325	-38411,74643	-0,610263159	-0,049
-589,7975241	-39198,93825	-0,619275015	-0,05
-593,6993322	-39990,81116	-0,623371831	-0,051
-584,3371651	-40000,17332	-0,613541752	-0,051
-588,2362579	-39996,27423	-0,617635718	-0,051
-608,5218585	-43954,86221	-0,638935173	-0,056
-615,5434838	-45539,39001	-0,646307732	-0,058
-621,0038429	-46329,70437	-0,652040994	-0,059
-628,4137484	-47118,06918	-0,659821239	-0,06
-624,5146556	-47121,96827	-0,655727274	-0,06
-634,2651029	-47907,99254	-0,665965039	-0,061
-645,5795317	-50284,00226	-0,677844951	-0,064
-648,3083536	-51872,82287	-0,680710157	-0,066
-652,2101617	-52664,69577	-0,684806974	-0,067
-656,1092545	-52660,79668	-0,688900939	-0,067
-673,2750378	-55030,95504	-0,706924651	-0,07
-699,4092776	-58187,91967	-0,734365054	-0,074
-713,8408085	-62152,36171	-0,749517859	-0,079
-774,694895	-74823,90307	-0,813413371	-0,095
-780,1552541	-77205,76686	-0,819146634	-0,098
-831,0959786	-81929,47443	-0,872633325	-0,104
-849,1632234	-88277,60491	-0,891603553	-0,112
-869,8099517	-91440,05704	-0,913282184	-0,116
-884,0079714	-95404,7326	-0,928189806	-0,121
-899,4930176	-97776,5717	-0,94444878	-0,124
-895,6210773	-100167,7678	-0,940383323	-0,127
-927,8836266	-102522,8294	-0,974258323	-0,13
-930,4658253	-104907,5713	-0,976969577	-0,133
-956,2769509	-108064,8591	-1,004070717	-0,137
-1005,317003	-115973,5662	-1,055561742	-0,147
-1004,024546	-118362,1828	-1,05420469	-0,15
-1009,186228	-119152,7958	-1,059624347	-0,151
-1013,058169	-119944,6986	-1,063689803	-0,152
-1022,091791	-122322,9891	-1,073174917	-0,155
-1028,54593	-122316,535	-1,079951628	-0,155
-1045,320718	-124687,0843	-1,097564803	-0,158
-1054,357056	-125473,8227	-1,107052768	-0,159
-1075,003784	-129432,0496	-1,128731399	-0,164
-1098,232711	-133387,6942	-1,153121284	-0,169
-1109,848532	-135763,4025	-1,165317652	-0,172
-1136,949399	-139715,1752	-1,193772994	-0,177
-1156,306386	-142878,9171	-1,214097423	-0,181
-1162,760525	-142872,463	-1,220874134	-0,181
-1182,117512	-145240,4301	-1,241198563	-0,184
-1189,861392	-147620,0104	-1,249329475	-0,187
-1209,218379	-149192,2028	-1,269653905	-0,189
-1258,258431	-158692,4594	-1,32114493	-0,201
-1271,163994	-160271,1032	-1,3346955	-0,203
-1280,197617	-161057,8443	-1,344180614	-0,204
-1254,386491	-161879,4302	-1,317079474	-0,205
-1308,588226	-162621,0032	-1,373990157	-0,206
-1371,823583	-169719,7402	-1,440385954	-0,215
-1370,533841	-174495,6783	-1,439031752	-0,221
-1376,985265	-176080,7763	-1,445805612	-0,223
-1382,146947	-176075,6146	-1,451225269	-0,223
-1409,247814	-176844,2884	-1,479680611	-0,224
-1453,126184	-184758,1572	-1,525751979	-0,234
-1456,998125	-185550,06	-1,529817435	-0,235
-1475,06537	-187123,5422	-1,548787662	-0,237
-1495,714813	-188694,4422	-1,570469144	-0,239
-1586,051037	-199744,952	-1,665320283	-0,253
-1596,374402	-202121,9528	-1,676159598	-0,256
-1592,502461	-202921,5994	-1,672094142	-0,257
-1595,08466	-202919,0172	-1,674805397	-0,257
-1619,603328	-205281,8227	-1,700549484	-0,26
-1631,21915	-206065,9816	-1,712745852	-0,261
-1644,124712	-207644,6255	-1,726296422	-0,263
-1667,353639	-209212,946	-1,750686307	-0,265
-1684,131142	-213175,042	-1,768302333	-0,27
-1689,292824	-213965,6551	-1,773721991	-0,271
-1694,454507	-213960,4934	-1,779141649	-0,271
-1706,070328	-214744,6523	-1,791338017	-0,272
-1702,198387	-214748,5242	-1,787272561	-0,272
-1718,973175	-215527,5241	-1,804885736	-0,273
-1717,683433	-216324,5886	-1,803531534	-0,274
-1730,588996	-216311,683	-1,817082104	-0,274
-1709,939553	-216332,3325	-1,795400622	-0,274
-1771,885168	-218657,711	-1,860442218	-0,277
-1798,986035	-222609,4837	-1,888897559	-0,282
-1798,986035	-224201,0332	-1,888897559	-0,284
-1811,891598	-225779,677	-1,902448129	-0,286
-1817,05328	-226570,2901	-1,907867787	-0,287
-1818,345737	-226568,9976	-1,909224839	-0,287
-1819,635479	-227363,4826	-1,910579041	-0,288
-1819,635479	-227363,4826	-1,910579041	-0,288
-1835,120525	-227347,9975	-1,926838014	-0,288
-1863,513849	-230502,7031	-1,956650409	-0,292
-1855,769969	-231306,2217	-1,948519497	-0,293
-1869,965273	-232087,8011	-1,963424268	-0,294
-1872,547472	-232085,2189	-1,966135523	-0,294
-1873,837213	-232083,9291	-1,967489724	-0,294
-1880,288637	-232077,4777	-1,974263584	-0,294
-1872,547472	-232085,2189	-1,966135523	-0,294
-1880,288637	-232077,4777	-1,974263584	-0,294
-1878,998895	-232874,5422	-1,972909382	-0,295
-1866,093333	-232091,673	-1,959358812	-0,294
-1869,965273	-232087,8011	-1,963424268	-0,294
-1871,255015	-232086,5113	-1,96477847	-0,294
-1880,288637	-232077,4777	-1,974263584	-0,294
-1875,126955	-232082,6394	-1,968843926	-0,294
-1876,416697	-232877,1244	-1,970198128	-0,295
-1949,978133	-235986,6618	-2,047436091	-0,299
-1973,20706	-241533,8559	-2,071825977	-0,306
-1970,624861	-242332,2128	-2,069114722	-0,307
-1980,950941	-242321,8867	-2,079956889	-0,307
-1991,274305	-243107,3381	-2,090796204	-0,308
-1991,274305	-243107,3381	-2,090796204	-0,308
-1996,435987	-243897,9511	-2,096215862	-0,309
-2004,179868	-243890,2072	-2,104346774	-0,309
-2046,765781	-246234,9454	-2,149061089	-0,312
-2060,961086	-247812,2996	-2,163965861	-0,314
-2066,125483	-248602,9099	-2,169388369	-0,315
-2089,35441	-250967,0051	-2,193778255	-0,318
-2090,644152	-251761,4901	-2,195132457	-0,319
-2115,16282	-253328,5208	-2,220876544	-0,321
-2140,973946	-255690,0339	-2,247977684	-0,324
-2169,36727	-256457,4153	-2,277790078	-0,325
-2187,434515	-259622,4469	-2,296760305	-0,329
-2180,980376	-259628,901	-2,289983595	-0,329
-2187,434515	-260418,2216	-2,296760305	-0,33
-2197,757879	-260407,8982	-2,307599621	-0,33
-2209,370985	-261987,8345	-2,319793138	-0,332
-2217,114866	-263571,6401	-2,32792405	-0,334
-2244,215733	-264340,3139	-2,356379392	-0,335
-2251,959614	-265128,3448	-2,364510304	-0,336
-2271,3166	-266700,5372	-2,384834733	-0,338
-2271,3166	-267496,3119	-2,384834733	-0,339
-2300,999666	-268262,4036	-2,416001329	-0,34
-2312,612772	-269842,3399	-2,428194847	-0,342
-2311,32303	-269843,6297	-2,426840645	-0,342
-2321,646394	-271424,8557	-2,43767996	-0,344
-2335,844414	-271410,6577	-2,452587583	-0,344
-2329,390275	-272212,8866	-2,445810873	-0,345
-2361,652824	-273772,1734	-2,479685872	-0,347
-2351,32946	-273782,4968	-2,468846556	-0,347
-2364,235023	-273769,5912	-2,482397126	-0,347
-2374,558387	-273759,2679	-2,493236442	-0,347
-2364,235023	-274565,366	-2,482397126	-0,348
-2365,524765	-274564,0762	-2,483751328	-0,348
-2368,106963	-274561,494	-2,486462582	-0,348
-2405,531195	-277707,1686	-2,525757239	-0,352
-2414,564817	-277698,135	-2,535242353	-0,352
-2411,985334	-277700,7145	-2,53253395	-0,352
-2404,241453	-277708,4584	-2,524403038	-0,352
-2406,820937	-277705,8789	-2,527111441	-0,352
-2410,692877	-277702,007	-2,531176897	-0,352
-2405,531195	-277707,1686	-2,525757239	-0,352
-2406,820937	-277705,8789	-2,527111441	-0,352
-2405,531195	-278502,9434	-2,525757239	-0,353
-2411,985334	-277700,7145	-2,53253395	-0,352
-2413,275076	-277699,4248	-2,533888152	-0,352
-2410,692877	-277702,007	-2,531176897	-0,352
-2409,403135	-277703,2967	-2,529822696	-0,352
-2404,241453	-277708,4584	-2,524403038	-0,352
-2393,918089	-277718,7818	-2,513563722	-0,352
-2410,692877	-277702,007	-2,531176897	-0,352
-2410,692877	-277702,007	-2,531176897	-0,352
-2401,659255	-277711,0406	-2,521691783	-0,352
-2402,951711	-277709,7481	-2,523048836	-0,352
-2409,403135	-277703,2967	-2,529822696	-0,352
-2415,854559	-277696,8453	-2,536596555	-0,352
-2414,564817	-277698,135	-2,535242353	-0,352
-2408,113394	-277704,5864	-2,528468494	-0,352
-2418,436758	-277694,2631	-2,539307809	-0,352
-2409,403135	-277703,2967	-2,529822696	-0,352
-2413,275076	-277699,4248	-2,533888152	-0,352
-2406,820937	-277705,8789	-2,527111441	-0,352
-2414,564817	-277698,135	-2,535242353	-0,352
-2406,820937	-277705,8789	-2,527111441	-0,352
-2414,564817	-277698,135	-2,535242353	-0,352
-2399,079771	-277713,6201	-2,51898338	-0,352
-2408,113394	-277704,5864	-2,528468494	-0,352
-2399,079771	-277713,6201	-2,51898338	-0,352
-2390,046149	-277722,6537	-2,509498266	-0,352
-2356,491142	-276164,6593	-2,474266214	-0,35
-2341,006096	-276180,1443	-2,458007241	-0,35
-2311,32303	-276209,8274	-2,426840645	-0,35
-2303,57915	-274626,0218	-2,418709733	-0,348
-2288,094103	-273845,7322	-2,402450759	-0,347
-2271,3166	-273862,5097	-2,384834733	-0,347
-2235,18211	-272307,0947	-2,346894278	-0,345
-2220,986806	-271525,5153	-2,331989506	-0,344
-2223,569005	-271522,9331	-2,334700761	-0,344
-2208,081243	-271538,4209	-2,318438937	-0,344
-2184,852316	-269970,1004	-2,294049051	-0,342
-2179,690634	-269975,2621	-2,288629393	-0,342
-2171,946753	-269983,0059	-2,280498481	-0,342
-2164,202873	-269990,7498	-2,272367569	-0,342
-2135,812264	-267631,8163	-2,242558026	-0,339
-2112,583337	-267655,0452	-2,21816814	-0,339
-2102,259973	-267665,3686	-2,207328825	-0,339
-2068,704966	-266107,3741	-2,172096773	-0,337
-2073,866648	-266102,2125	-2,177516431	-0,337
-2058,381602	-266117,6975	-2,161257457	-0,337
-2049,34798	-265330,9564	-2,151772343	-0,336
-2029,990993	-265350,3134	-2,131447914	-0,336
-2010,631291	-264573,8984	-2,111120634	-0,335
-2005,469609	-262987,5106	-2,105700976	-0,333
-1991,274305	-263001,7059	-2,090796204	-0,333
-1975,786543	-263017,1937	-2,07453438	-0,333
-1957,719299	-260647,9368	-2,055564152	-0,33
-1957,719299	-260647,9368	-2,055564152	-0,33
-1957,719299	-260647,9368	-2,055564152	-0,33
-1949,978133	-260655,678	-2,047436091	-0,33
-1928,038948	-259881,8424	-2,024400407	-0,329
-1913,843643	-259100,263	-2,009495636	-0,328
-1903,517564	-259110,5891	-1,998653469	-0,328
-1875,126955	-258343,205	-1,968843926	-0,327
-1842,864406	-256783,9181	-1,934968927	-0,325
-1844,154147	-256782,6284	-1,936323128	-0,325
-1841,574664	-256785,2079	-1,933614725	-0,325
-1835,120525	-256791,662	-1,926838014	-0,325
-1835,120525	-255995,8873	-1,926838014	-0,324
-1824,797161	-255210,4359	-1,915998699	-0,323
-1804,147717	-254435,3107	-1,894317217	-0,322
-1793,824353	-253649,8593	-1,883477901	-0,321
-1793,824353	-254445,634	-1,883477901	-0,322
-1797,696294	-254441,7621	-1,887543357	-0,322
-1805,440174	-254434,0182	-1,89567427	-0,322
-1798,986035	-253644,6976	-1,888897559	-0,321
-1795,114095	-254444,3443	-1,884832103	-0,322
-1796,406552	-253647,2771	-1,886189156	-0,321
-1779,629049	-253664,0546	-1,86857313	-0,321
-1730,588996	-251325,7705	-1,817082104	-0,318
-1709,939553	-250550,6452	-1,795400622	-0,317
-1684,131142	-249780,6789	-1,768302333	-0,316
-1678,966745	-248990,0686	-1,762879825	-0,315
-1650,576136	-248222,6845	-1,733070281	-0,314
-1650,576136	-245835,3604	-1,733070281	-0,311
-1635,09109	-246646,6201	-1,716811308	-0,312
-1620,895785	-245865,0407	-1,701906537	-0,311
-1555,07823	-244339,3088	-1,632799485	-0,309
-1548,624091	-241958,4388	-1,626022775	-0,306
-1543,462409	-241963,6005	-1,620603117	-0,306
-1497,004555	-240418,5089	-1,571823346	-0,304
-1504,748436	-239614,9903	-1,579954258	-0,303
-1494,422356	-239625,3164	-1,569112092	-0,303
-1499,586753	-239620,152	-1,5745346	-0,303
-1493,132614	-238035,0567	-1,56775789	-0,301
-1484,098992	-238044,0904	-1,558272776	-0,301
-1489,260674	-238038,9287	-1,563692434	-0,301
-1477,647568	-238050,5418	-1,551498917	-0,301
-1472,485886	-238055,7035	-1,546079259	-0,301
-1462,159807	-237270,2548	-1,535237092	-0,3
-1462,159807	-237270,2548	-1,535237092	-0,3
-1437,641138	-237294,7735	-1,509493005	-0,3
-1437,641138	-235703,2241	-1,509493005	-0,298
-1436,351396	-235704,5138	-1,508138804	-0,298
-1418,281436	-235722,5838	-1,489165725	-0,298
-1415,701953	-234929,3885	-1,486457321	-0,297
-1401,506648	-234147,8091	-1,47155255	-0,296
-1410,540271	-234138,7755	-1,481037664	-0,296
-1401,506648	-234147,8091	-1,47155255	-0,296
-1380,857205	-232576,9091	-1,449871068	-0,294
-1380,857205	-232576,9091	-1,449871068	-0,294
-1376,985265	-231785,0064	-1,445805612	-0,293
-1344,722715	-231021,4942	-1,411930612	-0,292
-1346,012457	-230224,4297	-1,413284814	-0,291
-1353,756338	-230216,6859	-1,421415726	-0,291
-1352,466596	-230217,9756	-1,420061525	-0,291
-1362,78996	-230207,6522	-1,43090084	-0,291
-1344,722715	-231021,4942	-1,411930612	-0,292
-1358,91802	-231007,2989	-1,426835384	-0,292
-1351,176854	-230219,2653	-1,418707323	-0,291
-1355,046079	-231011,1708	-1,422769928	-0,292
-1318,91159	-230251,5306	-1,384829473	-0,291
-1289,231239	-227893,8868	-1,353665728	-0,288
-1295,682663	-227091,6607	-1,360439587	-0,287
-1219,541743	-224780,4774	-1,28049322	-0,284
-1200,184756	-221616,7356	-1,260168791	-0,28
-1187,279194	-220833,8664	-1,246618221	-0,279
-1183,407253	-220837,7384	-1,242552765	-0,279
-1173,083889	-219256,5123	-1,231713449	-0,277
-1127,915777	-217710,131	-1,18428788	-0,275
-1109,848532	-216136,6488	-1,165317652	-0,273
-1113,720472	-214541,2274	-1,169383108	-0,271
-1111,138274	-214543,8096	-1,166671854	-0,271
-1093,071029	-214561,8769	-1,147701626	-0,271
-1050,485115	-213012,9133	-1,102987312	-0,269
-1038,869294	-210637,205	-1,090790943	-0,266
-1013,058169	-209071,4667	-1,063689803	-0,264
-1014,350626	-208274,3995	-1,065046856	-0,263
-1001,445063	-208287,3051	-1,051496286	-0,263
-1004,024546	-207488,9509	-1,05420469	-0,262
-991,1189836	-206706,0818	-1,04065412	-0,261
-979,5058778	-205921,9201	-1,028460602	-0,26
-974,3441957	-205131,3071	-1,023040945	-0,259
-967,8900567	-203546,2118	-1,016264234	-0,257
-947,2433284	-203566,8585	-0,994585603	-0,257
-934,3377656	-201988,2147	-0,981035033	-0,255
-931,755567	-201195,0222	-0,978323779	-0,254
-925,3041432	-201201,4736	-0,971549919	-0,254
-925,3041432	-200405,6989	-0,971549919	-0,253
-908,5266401	-200422,4764	-0,953933893	-0,253
-898,2032759	-199637,025	-0,943094578	-0,252
-881,4257728	-198858,0278	-0,925478552	-0,251
-886,5874549	-198057,0914	-0,93089821	-0,25
-860,7763293	-195695,5784	-0,90379707	-0,247
-855,6146472	-194904,9654	-0,898377412	-0,246
-834,9679189	-194925,6121	-0,876698781	-0,246
-823,3520979	-193345,6785	-0,864502413	-0,244
-802,7053696	-191774,7758	-0,842823782	-0,242
-782,0559261	-190203,8758	-0,8211423	-0,24
-770,440105	-187828,1675	-0,808945931	-0,237
-761,4064826	-187837,2011	-0,799460817	-0,237
-754,9550588	-187047,8778	-0,792686958	-0,236
-757,5345422	-186249,5236	-0,795395361	-0,235
-740,7597543	-185470,5237	-0,777782186	-0,234
-731,7261319	-184683,7826	-0,768297073	-0,233
-725,2719929	-183894,462	-0,761520362	-0,232
-718,8205691	-183105,1387	-0,754746503	-0,231
-693,0094435	-181539,4004	-0,727645363	-0,229
-690,4299601	-180746,2052	-0,724936959	-0,228
-664,6188345	-179180,4669	-0,69783582	-0,226
-674,9421987	-178374,3688	-0,708675135	-0,225
-654,2954704	-177599,2408	-0,686996504	-0,224
-646,5515897	-176811,21	-0,678865592	-0,223
-627,2434775	-175238,9686	-0,65859248	-0,221
-618,6633011	-174451,7741	-0,649583475	-0,22
-610,8624003	-173663,8003	-0,641392692	-0,219
-597,9894204	-172085,1238	-0,627876334	-0,217
-582,7758988	-171304,5626	-0,611902456	-0,216
-571,8524654	-168928,1619	-0,60043308	-0,213
-553,1308463	-167355,3341	-0,580775773	-0,211
-540,2578664	-164980,8829	-0,567259415	-0,208
-519,5839857	-164205,7821	-0,545552274	-0,207
-507,4902814	-162626,3264	-0,532854138	-0,205
-493,838026	-161048,4292	-0,518519557	-0,203
-491,1064889	-159459,6113	-0,5156515	-0,201
-466,1425199	-158688,8006	-0,489439857	-0,2
-448,2001764	-155523,6441	-0,470600773	-0,196
-436,4974675	-154739,572	-0,458313175	-0,195
-426,7443049	-152362,0011	-0,448072559	-0,192
-421,2839458	-151571,6867	-0,442339296	-0,191
-396,3199769	-149209,3265	-0,416127653	-0,188
-381,4947354	-147632,6023	-0,400561461	-0,186
-369,7947417	-146052,7529	-0,388276713	-0,184
-349,9001365	-144481,0981	-0,367387796	-0,182
-319,4730932	-139736,8768	-0,335440039	-0,176
-305,8208379	-138158,9797	-0,321105458	-0,174
-275,3937946	-134210,5331	-0,289157701	-0,169
-216,4919698	-130290,5614	-0,227312022	-0,164
-175,6248068	-121577,9067	-0,184402359	-0,153
-144,6628601	-116038,4456	-0,151892965	-0,146
-131,9446493	-111276,5155	-0,138539111	-0,14
-121,9226774	-108103,4386	-0,128016251	-0,136
-119,8672365	-108105,4941	-0,125858081	-0,136
-119,994853	-108105,3664	-0,125992076	-0,136
-117,939412	-107311,6472	-0,123833906	-0,135
-117,298614	-107312,288	-0,123161082	-0,135
-116,0115876	-107313,575	-0,121809731	-0,135
-119,2237232	-107310,3629	-0,125182406	-0,135
-116,2695359	-107313,3171	-0,122080571	-0,135
-118,9684901	-107310,6181	-0,124914416	-0,135
-120,5107497	-107309,0758	-0,126533756	-0,135
-116,9130491	-107312,6735	-0,122756246	-0,135
-118,0670286	-107311,5196	-0,123967901	-0,135
-119,2237232	-107310,3629	-0,125182406	-0,135
-117,1682822	-107312,4183	-0,123024236	-0,135
-117,6841789	-107311,9024	-0,123565917	-0,135
-116,5274843	-107313,0591	-0,122351411	-0,135
-117,298614	-107312,288	-0,123161082	-0,135
-117,5538471	-107312,0327	-0,123429071	-0,135
